,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,3,3,5,3,5,8,8,0,
1,1,1,1,5,6,6,6,6,0,
2,0,3,3,3,3,5,8,8,0,
3,2,3,3,3,5,3,3,9,0,
4,0,3,3,3,3,5,8,8,0,
5,2,2,2,2,2,2,2,2,0,
6,0,1,1,5,6,6,6,6,0,
7,1,1,1,5,6,6,6,6,0,
8,2,1,1,1,1,1,1,9,2,
9,1,3,3,3,5,3,3,3,0,
10,2,3,3,3,5,3,3,3,0,
11,1,3,3,3,5,3,3,3,0,
12,2,2,2,2,2,2,2,2,0,
13,2,3,3,3,5,3,3,3,0,
14,2,2,2,2,2,2,2,2,0,
15,2,2,2,2,2,2,2,2,0,
16,2,2,2,2,2,2,2,2,0,
17,2,2,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,2,2,0,
20,2,2,2,2,2,2,2,2,0,
21,2,2,2,2,2,2,2,2,0,
22,2,2,2,2,2,2,2,2,0,
23,1,3,4,4,4,4,4,4,3,
24,0,3,4,4,4,4,4,4,3,
25,1,1,4,4,4,4,4,4,3,
26,0,3,4,4,4,4,4,4,3,
27,1,1,1,1,1,1,1,1,2,
28,1,1,1,1,1,1,1,1,2,
29,1,1,1,1,1,1,1,1,2,
30,2,1,1,1,1,7,7,7,1,
31,0,0,0,0,0,7,7,7,1,
32,0,0,0,0,0,7,7,7,1,
33,2,2,2,2,2,2,2,2,0,
34,1,1,1,1,1,1,1,1,2,
35,1,3,1,1,3,1,1,1,2,
36,1,1,1,1,1,1,1,9,2,
37,1,1,1,1,1,1,1,1,2,
38,2,1,1,1,0,0,0,1,2,
39,1,1,1,1,1,1,1,1,2,
40,2,2,2,5,6,7,5,5,3,
41,2,2,4,5,6,7,5,5,3,
42,2,2,2,5,6,7,5,5,3,
43,1,3,4,4,4,4,4,4,3,
44,1,1,1,1,1,1,1,1,2,
45,1,1,1,1,1,1,1,1,2,
46,1,1,1,1,1,1,1,1,2,
47,1,1,1,1,1,1,1,9,2,
48,1,1,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,1,1,2,
50,2,3,4,4,4,4,4,4,3,
51,1,1,1,1,1,1,1,1,2,
52,1,1,1,1,1,1,1,1,2,
53,1,1,1,1,1,1,1,1,2,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.07102294729158001,0.10725990214462824,0.11400217559429972,0.13407737071270534,0.13512623215601538,0.13555498916951508,0.13672436773831292,0.12575206776865952,0.14823640014475065,
NMI,0.27436559181145526,0.4309143128586983,0.65890465887273908,0.74553955631302049,0.66606824472216697,0.75969844967703504,0.79545456907056133,0.75072647528210967,1.0,
Silhoutte,0.0883666,0.11844363,0.17621073,0.25214728,0.29862895,0.32335335,0.35879671,0.35875551,0.14758688,
