,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,1,4,4,4,4,4,0,
1,0,0,0,0,6,7,8,1,
2,0,0,4,4,4,4,4,0,
3,2,3,3,3,3,3,3,2,
4,0,0,4,4,4,4,4,0,
5,2,2,2,2,2,2,2,1,
6,2,2,2,2,6,7,8,1,
7,2,2,4,5,6,6,6,2,
8,0,0,0,5,5,5,5,3,
9,0,3,3,3,3,3,3,2,
10,2,3,3,3,3,3,3,2,
11,2,2,1,1,1,1,1,1,
12,2,2,2,2,2,2,2,1,
13,2,3,3,3,6,6,6,2,
14,2,3,3,3,6,6,6,2,
15,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,2,1,
22,2,2,2,2,2,2,2,1,
23,2,3,3,3,6,6,6,2,
24,1,1,1,1,1,1,6,2,
25,1,1,1,1,1,6,6,2,
26,2,2,2,2,2,2,2,1,
27,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,3,
30,0,3,3,3,3,3,3,2,
31,0,3,3,3,3,3,3,2,
32,0,3,3,3,3,3,3,2,
33,1,3,3,1,1,3,3,2,
34,1,1,1,1,1,1,1,3,
35,0,0,4,4,4,4,4,0,
36,0,0,0,5,5,5,5,3,
37,1,1,1,1,1,1,1,3,
38,1,1,1,1,1,1,1,3,
39,1,1,1,1,1,1,1,3,
40,1,1,4,1,1,7,7,3,
41,0,0,4,5,5,7,7,3,
42,2,2,4,5,5,7,7,3,
43,1,1,1,1,1,1,1,3,
44,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,1,3,
47,1,1,1,1,1,1,1,3,
48,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,1,0,
53,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.10789474922493592,0.117125789371793,0.12763793386357333,0.12835454119274192,0.12181270471651817,0.12007979827180773,0.12106437130492782,0.14068613280608272,
NMI,0.37609416731973216,0.59706758790240133,0.610073356822604,0.66911668834431037,0.63490733434558666,0.6750940064990868,0.74837053395130981,1.0,
Silhoutte,0.15821817,0.17791916,0.22082742,0.26198303,0.26587757,0.25992701,0.29693516,0.18248311,
