,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,2,2,2,5,5,5,0,
1,1,3,3,3,3,3,0,
2,2,2,3,5,5,5,0,
3,1,1,1,1,1,1,0,
4,2,2,2,5,5,5,0,
5,0,3,3,3,3,3,0,
6,1,3,3,3,3,3,0,
7,0,0,0,0,6,6,0,
8,1,1,1,1,6,6,0,
9,1,1,4,4,4,4,0,
10,1,3,4,4,4,4,0,
11,1,3,3,3,3,3,0,
12,0,3,3,3,3,3,0,
13,1,1,4,4,4,4,0,
14,2,2,2,2,2,2,0,
15,2,2,2,2,2,2,0,
16,2,2,3,3,6,6,0,
17,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,0,
20,2,2,2,2,2,2,0,
21,2,2,2,2,2,2,0,
22,1,1,1,1,1,1,1,
23,0,3,4,4,4,4,0,
24,0,3,4,4,4,4,0,
25,1,1,1,1,1,1,1,
26,2,2,2,2,2,2,0,
27,1,1,1,1,1,1,1,
28,1,1,1,1,1,1,1,
29,1,1,1,1,1,1,1,
30,1,1,3,3,6,7,0,
31,1,1,1,1,1,1,1,
32,1,1,3,3,6,7,0,
33,1,1,1,1,1,1,1,
34,1,1,1,1,1,1,1,
35,1,1,1,1,1,1,1,
36,1,1,1,1,1,1,1,
37,1,1,1,1,1,1,1,
38,1,1,1,1,1,1,1,
39,1,1,1,1,1,1,1,
40,1,1,1,1,1,1,1,
41,1,3,4,5,5,5,1,
42,1,1,1,1,1,1,1,
43,99,99,99,99,99,99,99,
44,1,1,1,1,1,1,1,
45,1,1,1,1,1,1,1,
46,1,1,1,1,1,1,1,
47,99,99,99,99,99,99,99,
48,1,1,1,1,1,1,1,
49,1,1,1,1,1,1,1,
50,1,1,1,1,1,1,1,
51,1,1,1,1,1,1,1,
52,1,1,1,1,1,1,1,
53,1,1,1,1,1,1,1,
54,99,99,99,99,99,99,99,
55,1,1,1,1,1,1,1,
Modularity,0.061203281654776384,0.08437332660053176,0.08655630281619005,0.08942803658897665,0.09363990548368084,0.09460591819290437,0.11336695376785683,
NMI,0.38647725663263643,0.41076067298348501,0.53861513277805739,0.52257125055209397,0.5600002207828062,0.54849683135644789,1.0,
Silhoutte,0.25430166,0.29693179,0.33248572,0.37937841,0.38911352,0.38890589,0.32760719,
