,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,3,3,3,3,4,3,2,
1,1,3,3,3,3,5,3,2,
2,99,99,99,99,99,99,99,99,
3,2,3,4,4,4,4,4,2,
4,1,3,3,3,3,4,3,2,
5,0,0,0,0,6,6,2,2,
6,0,3,3,3,6,6,7,2,
7,2,2,2,2,2,2,2,2,
8,2,2,2,2,2,2,2,2,
9,99,99,99,99,99,99,99,99,
10,2,2,2,2,2,2,2,2,
11,2,2,2,2,2,2,8,3,
12,2,2,3,3,2,2,2,2,
13,2,2,4,4,4,4,4,2,
14,2,2,2,2,2,2,2,2,
15,2,2,2,2,2,2,6,2,
16,2,2,2,2,2,2,2,2,
17,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,
19,2,2,2,2,2,2,2,2,
20,0,3,3,3,6,6,6,3,
21,2,2,3,3,2,2,2,2,
22,2,2,2,2,6,6,6,3,
23,2,3,4,4,4,4,4,2,
24,2,3,4,4,4,4,4,2,
25,2,2,2,2,2,6,8,3,
26,1,1,1,1,1,1,1,4,
27,1,1,1,1,1,1,1,4,
28,2,2,2,2,2,2,2,2,
29,1,1,1,1,1,1,1,4,
30,1,2,2,2,2,6,8,3,
31,2,2,2,2,2,3,8,3,
32,2,2,2,2,2,3,8,3,
33,1,1,1,1,1,1,1,4,
34,1,1,1,1,1,1,1,4,
35,0,3,3,3,3,3,3,4,
36,1,1,2,5,5,7,7,4,
37,1,1,1,1,1,1,1,4,
38,0,0,4,5,5,7,7,4,
39,1,1,1,5,5,7,7,4,
40,2,2,3,5,5,5,5,4,
41,2,2,3,5,5,5,5,4,
42,2,2,3,5,5,5,5,4,
43,1,1,1,1,1,1,1,4,
44,1,1,1,1,1,1,1,4,
45,1,1,2,2,2,3,8,3,
46,1,1,1,1,1,1,1,4,
47,1,1,1,1,1,1,1,4,
48,1,1,2,2,2,3,8,3,
49,1,1,1,1,1,1,8,4,
50,1,1,1,1,1,1,1,4,
51,1,1,1,1,1,1,1,4,
52,1,1,1,1,1,1,1,4,
53,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.0737692589354457,0.08097841067313281,0.09358702580980918,0.09678357255206763,0.09307705162370926,0.08411797228209371,0.09605917050399568,0.12121836143754411,
NMI,0.20547649241980406,0.33719744793405038,0.4035860445554979,0.54176971571009769,0.54727559736171161,0.58881777215046405,0.60818688977951307,1.0,
Silhoutte,0.14239042,0.17872189,0.21787196,0.23768365,0.2420331,0.18162606,0.25489186,0.08497387,
