,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,0,0,0,5,6,6,6,6,6,1,
1,0,0,0,0,5,7,7,7,7,1,
2,2,2,3,3,3,3,3,3,3,0,
3,2,3,4,4,4,4,4,4,2,1,
4,2,0,0,5,6,6,6,6,6,1,
5,2,2,3,3,3,3,3,3,3,0,
6,2,2,3,3,3,7,7,7,7,0,
7,2,2,3,5,5,5,5,2,2,0,
8,2,2,3,3,3,3,3,3,3,0,
9,0,3,4,4,4,4,4,4,2,1,
10,0,3,0,5,6,6,6,6,6,1,
11,2,2,3,3,3,3,3,3,3,0,
12,1,1,1,1,1,2,3,9,9,0,
13,2,2,1,1,1,2,2,9,9,0,
14,0,0,0,0,5,5,1,5,10,0,
15,1,1,1,1,1,2,2,9,9,1,
16,2,2,3,3,3,3,3,3,3,0,
17,2,2,3,3,3,3,3,3,3,0,
18,2,2,3,3,3,3,3,3,3,0,
19,0,3,4,4,4,4,5,2,2,1,
20,2,3,1,1,1,2,2,9,9,1,
21,2,2,3,3,3,7,7,7,7,0,
22,2,3,1,1,1,4,4,9,9,1,
23,1,1,1,1,1,2,2,9,9,3,
24,1,1,1,1,1,2,2,9,9,3,
25,2,3,1,1,1,2,2,5,5,0,
26,1,1,1,1,5,5,2,5,5,2,
27,1,1,2,2,2,1,1,1,1,2,
28,0,0,4,4,4,4,4,4,4,1,
29,1,1,2,2,2,1,1,1,1,2,
30,2,3,4,4,4,4,4,4,4,1,
31,2,3,4,4,4,4,4,4,4,1,
32,2,3,4,4,4,4,4,4,4,1,
33,0,3,4,4,4,4,4,4,4,1,
34,1,1,2,2,2,5,1,1,1,2,
35,1,2,3,3,3,3,3,3,3,0,
36,0,0,0,5,5,5,8,8,8,2,
37,2,3,2,2,2,1,1,1,10,2,
38,2,3,2,2,2,1,1,1,10,2,
39,1,1,2,2,2,1,1,1,1,2,
40,2,3,2,2,2,0,8,8,8,2,
41,2,3,2,2,2,1,8,8,8,2,
42,2,3,2,2,2,1,8,8,8,2,
43,1,1,2,2,2,2,2,5,5,2,
44,1,1,2,2,2,1,1,1,1,2,
45,1,1,1,1,5,5,2,5,5,2,
46,1,1,1,1,1,2,2,9,9,3,
47,0,2,3,3,3,3,3,3,3,0,
48,1,1,2,2,2,1,1,1,1,2,
49,1,1,2,2,2,1,1,1,1,2,
50,1,1,2,2,2,1,2,1,1,2,
51,1,1,1,1,1,2,2,9,9,3,
52,1,1,1,1,1,2,2,9,9,3,
53,1,1,2,2,2,1,1,1,1,2,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.08188143145061014,0.11387876504602669,0.1475426020054803,0.14500329439542534,0.14033010477960323,0.12264881941709482,0.12062016623411663,0.12108911767304109,0.10799863686141904,0.15700805716432104,
NMI,0.26852185572409876,0.47791392057514204,0.62126219016198769,0.59264016040737855,0.65543799375496925,0.60080865624830526,0.55022400596343868,0.60410558619526011,0.56720013712261397,1.0,
Silhoutte,0.07432428,0.11388415,0.16906414,0.16666153,0.19690522,0.18574527,0.19074057,0.21678846,0.23489592,0.11465692,
