,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,1,4,5,4,4,4,0,
1,1,1,1,1,1,1,1,0,
2,1,1,1,1,1,1,1,0,
3,1,2,2,2,2,2,2,1,
4,1,1,4,1,4,4,4,0,
5,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,1,1,0,
9,1,1,1,1,1,1,1,0,
10,1,1,1,1,1,1,1,0,
11,2,2,2,2,2,2,2,2,
12,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,0,
14,1,1,1,4,1,7,7,0,
15,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,0,
23,2,2,2,2,2,2,2,2,
24,2,2,4,4,4,7,7,0,
25,0,0,4,4,4,7,7,0,
26,0,0,4,5,6,6,6,0,
27,2,2,2,2,2,2,2,2,
28,2,2,2,2,2,2,2,2,
29,2,2,2,2,2,2,2,2,
30,0,3,3,3,3,3,3,1,
31,0,3,3,3,3,3,3,1,
32,0,3,3,3,3,3,3,1,
33,0,3,3,3,3,3,3,1,
34,2,3,3,3,3,3,2,2,
35,1,1,4,4,4,4,4,0,
36,2,2,2,2,2,2,2,2,
37,0,0,0,0,6,6,8,2,
38,2,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,
40,2,2,2,5,5,5,5,2,
41,2,2,2,5,5,5,5,2,
42,2,2,2,5,5,5,5,2,
43,2,2,2,5,6,6,6,2,
44,2,2,2,2,2,2,2,2,
45,2,2,2,2,2,2,2,2,
46,2,2,2,2,2,2,2,2,
47,2,2,2,2,2,2,2,2,
48,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,
50,2,2,2,2,2,2,2,2,
51,2,2,2,2,2,2,2,2,
52,0,0,0,0,0,0,8,2,
53,2,2,2,2,2,2,2,2,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.14204930072183913,0.14408349155049363,0.1413934073255477,0.12025236934468861,0.12499268975654584,0.12205581000645765,0.1241335223517055,0.15827704122181352,
NMI,0.64844501561003343,0.66494890591153422,0.73329672274185498,0.62870281205034961,0.64646820569480201,0.62690034590717481,0.67421765227696906,1.0,
Silhoutte,0.21531258,0.22315077,0.24345118,0.23768809,0.2407918,0.28540281,0.30467665,0.19614949,
