,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,1,4,4,4,4,4,0,
1,0,0,0,0,6,6,6,2,
2,0,0,4,4,4,4,4,0,
3,2,3,3,3,3,3,3,2,
4,0,1,4,4,4,4,4,0,
5,2,2,2,2,2,2,2,1,
6,2,2,2,2,6,6,6,1,
7,0,0,0,5,5,5,5,0,
8,0,0,0,5,5,5,5,0,
9,2,3,3,3,3,3,3,2,
10,2,3,3,3,3,3,3,2,
11,2,3,1,1,1,1,1,2,
12,2,2,2,2,2,2,2,1,
13,2,2,2,2,6,2,8,1,
14,2,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,2,1,
22,2,2,2,2,2,2,2,1,
23,1,3,3,3,6,6,1,2,
24,1,1,1,1,1,1,8,2,
25,1,3,1,1,1,1,8,2,
26,2,2,2,2,2,2,2,1,
27,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,3,
30,0,3,3,3,3,3,3,2,
31,0,3,3,3,3,3,3,2,
32,0,3,3,3,3,3,3,2,
33,1,1,1,1,1,1,1,3,
34,1,1,1,1,1,1,1,3,
35,0,0,4,4,4,4,4,0,
36,0,0,0,5,5,5,5,0,
37,1,1,1,1,1,1,1,3,
38,1,1,1,1,1,1,1,3,
39,1,1,1,1,1,1,1,3,
40,1,1,4,1,1,7,7,3,
41,0,3,4,5,5,7,7,3,
42,2,3,4,5,5,7,7,3,
43,1,1,1,1,1,1,1,3,
44,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,1,3,
47,1,1,1,1,1,1,1,3,
48,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,8,3,
53,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.11037130016630409,0.11927513522602028,0.13391003330365223,0.13486446791567686,0.13107896274931485,0.13357817934644656,0.12430286574500905,0.14252677684016,
NMI,0.53520595556989736,0.74066379568187668,0.73896683709780964,0.77927712483245626,0.72210157825414079,0.75979604321237637,0.71076312832820221,1.0,
Silhoutte,0.18054732,0.18059543,0.24784818,0.27044051,0.28529914,0.32448733,0.3039824,0.2059735,
