,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,1,2,4,4,6,6,0,
1,0,3,3,5,5,5,1,
2,2,3,4,4,6,6,0,
3,2,2,2,4,6,7,1,
4,2,2,4,4,6,6,0,
5,2,1,4,1,2,1,0,
6,2,3,3,5,5,5,1,
7,2,1,1,1,5,5,1,
8,1,1,1,1,1,1,2,
9,1,1,4,4,6,7,1,
10,2,2,2,2,2,2,1,
11,1,1,1,1,1,1,2,
12,2,2,2,2,2,2,1,
13,2,2,2,2,2,2,1,
14,2,2,2,2,2,7,1,
15,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,1,
21,2,2,2,5,5,5,1,
22,2,2,2,2,2,2,1,
23,2,2,4,4,6,7,1,
24,2,1,1,1,1,1,2,
25,1,1,1,1,1,1,2,
26,2,2,2,2,2,2,1,
27,1,1,1,1,1,1,2,
28,1,3,3,3,3,3,2,
29,1,3,3,3,3,3,2,
30,2,3,3,2,3,2,1,
31,1,3,3,3,3,3,2,
32,1,3,3,3,3,3,2,
33,1,1,1,1,1,1,2,
34,1,1,1,1,1,1,2,
35,0,0,4,5,4,4,0,
36,1,1,1,1,4,4,2,
37,1,1,1,1,4,4,2,
38,1,1,1,1,1,1,2,
39,1,1,1,1,1,1,2,
40,1,1,1,1,1,1,2,
41,1,1,1,1,1,1,2,
42,1,1,1,1,1,1,2,
43,1,1,1,1,1,1,2,
44,1,1,1,1,1,1,2,
45,1,1,1,1,1,1,2,
46,2,2,2,2,2,2,1,
47,1,1,1,1,1,1,2,
48,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,2,
50,2,3,3,3,3,3,2,
51,2,3,3,3,3,3,2,
52,1,3,3,4,3,3,2,
53,1,1,1,1,1,1,2,
54,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,
Modularity,0.06880745171734684,0.0728920827092429,0.08419639548770483,0.08075896472931818,0.08191869092972721,0.08079439454855154,0.10302244558767526,
NMI,0.47152052030188135,0.42469486019003067,0.60309006409449739,0.52771418191243369,0.56925707247488433,0.65565112113942459,1.0,
Silhoutte,0.12069576,0.14046802,0.20706144,0.20614777,0.26054335,0.32237517,0.23265538,
