,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,2,3,3,3,3,3,3,2,
1,0,2,0,3,0,0,5,9,2,
2,2,2,3,3,3,3,3,3,2,
3,2,3,4,4,4,4,4,4,1,
4,1,1,1,1,1,1,1,1,0,
5,1,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,1,1,1,0,
9,2,3,4,4,4,4,4,4,1,
10,1,1,1,1,1,1,1,1,0,
11,1,1,1,1,1,1,1,1,0,
12,1,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,1,0,
23,2,3,4,4,4,4,4,4,1,
24,1,1,2,5,2,2,2,2,2,
25,1,1,4,2,2,2,2,2,2,
26,0,0,0,0,3,2,2,6,2,
27,1,1,1,1,1,1,1,1,0,
28,1,1,1,1,1,1,1,1,0,
29,1,3,4,3,3,3,3,3,2,
30,0,0,4,2,2,7,7,7,1,
31,2,3,4,4,4,4,4,4,1,
32,1,3,4,2,4,7,7,7,1,
33,2,2,2,2,2,2,2,2,2,
34,2,2,2,5,6,6,8,9,2,
35,2,3,2,5,5,5,5,5,2,
36,1,1,1,1,5,1,1,1,2,
37,0,0,0,2,0,0,2,3,2,
38,1,2,3,4,6,6,6,6,2,
39,2,2,3,4,6,6,6,6,2,
40,2,2,3,4,6,6,6,6,2,
41,2,2,3,4,6,6,6,6,2,
42,2,2,3,4,6,6,6,6,2,
43,2,3,2,5,5,5,5,5,2,
44,2,2,2,5,2,2,2,2,2,
45,2,2,3,4,6,6,8,8,2,
46,2,3,2,5,5,5,5,9,2,
47,1,2,3,4,6,7,8,8,2,
48,2,3,2,5,6,6,6,9,2,
49,2,2,2,5,5,5,5,5,2,
50,2,1,2,5,5,5,5,5,2,
51,2,3,2,5,5,5,5,5,2,
52,1,3,3,3,3,3,3,3,2,
53,1,1,2,5,5,5,5,5,2,
54,2,3,2,5,5,5,5,5,2,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.0937832933899677,0.11793936332550223,0.14072589974015337,0.14099166971497082,0.14093754826219704,0.13431059000296747,0.1311930350275456,0.1254224031269115,0.1694098883981329,
NMI,0.34215716997109163,0.49341529925626632,0.67422210104865765,0.56619065418287329,0.70337144860683964,0.64154550900002361,0.66794528102431983,0.6510674777269263,1.0,
Silhoutte,0.12688191,0.19633563,0.24063147,0.23919831,0.2736127,0.28681564,0.2949122,0.28715684,0.25170296,
