,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,0,3,3,3,3,3,3,3,3,2,
1,0,0,0,5,5,5,5,6,6,3,
2,2,3,4,4,4,4,4,4,4,1,
3,2,2,4,4,4,6,6,6,4,1,
4,0,3,3,3,3,3,3,3,3,2,
5,2,3,3,3,2,6,6,6,9,2,
6,2,3,3,3,2,6,6,6,6,2,
7,2,3,3,3,2,6,6,6,6,2,
8,0,0,4,5,5,7,7,7,7,3,
9,0,0,4,4,4,7,7,7,10,1,
10,2,3,3,3,2,6,6,6,9,2,
11,2,3,3,3,2,6,6,6,9,2,
12,2,3,3,3,2,6,6,6,6,2,
13,2,2,3,3,2,7,7,7,7,1,
14,1,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,1,1,0,
23,2,2,2,2,2,7,2,2,2,1,
24,2,0,3,3,2,6,6,6,9,2,
25,1,1,1,1,1,1,1,1,1,0,
26,0,0,2,5,6,5,8,8,8,3,
27,2,2,2,2,2,6,6,6,2,1,
28,2,2,4,4,6,4,4,2,2,1,
29,1,2,2,2,6,2,2,2,2,3,
30,2,2,4,4,4,4,4,4,4,1,
31,2,2,4,4,4,4,4,4,4,1,
32,2,2,4,4,4,4,4,4,4,1,
33,2,2,4,4,4,4,4,4,4,1,
34,1,2,2,2,6,2,2,2,2,3,
35,0,3,2,2,3,3,3,3,3,2,
36,0,0,0,5,5,7,7,7,7,3,
37,2,0,3,5,0,7,8,8,10,3,
38,1,3,2,2,6,2,2,2,2,3,
39,0,0,0,5,0,7,7,7,7,3,
40,2,3,3,3,5,5,5,5,5,3,
41,2,0,0,5,5,5,5,5,5,3,
42,2,0,3,5,5,5,5,5,5,3,
43,2,3,0,5,5,5,5,8,5,3,
44,1,3,2,2,6,2,2,2,2,3,
45,2,1,0,5,0,7,7,7,7,3,
46,1,3,2,2,6,2,2,2,10,3,
47,2,3,3,5,5,7,7,7,7,3,
48,0,1,1,0,6,3,3,3,10,3,
49,1,3,2,2,6,2,2,2,2,3,
50,1,3,2,2,6,2,2,2,2,3,
51,1,1,2,2,6,2,8,8,8,3,
52,0,0,3,3,3,3,8,9,9,2,
53,2,3,4,5,6,7,7,7,10,3,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.07154656203651383,0.10871040469931853,0.14093368294137568,0.17477742452055336,0.18719147032546102,0.18660391080507943,0.17890105736492937,0.17664804535670053,0.1715605556750156,0.2365179670557765,
NMI,0.34554472526501362,0.47780869415886018,0.54607294017585972,0.70446794050793382,0.73185377387170369,0.67683360382276592,0.61944676311189895,0.58549310082849715,0.6323763825696096,1.0,
Silhoutte,0.00232783,0.04879738,0.08717212,0.11603797,0.17301701,0.2107349,0.21639307,0.2148001,0.23083665,0.15059503,
