,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,2,3,3,2,2,2,2,0,0
1,2,3,3,2,2,2,2,0,0
2,2,3,3,2,2,2,2,0,0
3,2,2,2,2,2,7,7,1,1
4,2,3,3,2,2,2,2,0,0
5,2,0,4,4,4,4,4,0,2
6,2,3,4,2,2,2,2,0,0
7,2,3,4,2,2,2,2,0,2
8,0,0,4,4,4,4,8,0,2
9,2,2,4,2,2,7,7,1,1
10,2,0,4,4,4,4,4,0,2
11,2,0,4,4,4,4,4,0,2
12,2,3,4,4,4,4,4,0,2
13,1,1,1,2,2,7,7,0,3
14,1,3,3,3,3,3,3,0,3
15,1,3,3,3,3,3,3,0,3
16,0,2,3,3,3,3,3,0,3
17,1,3,3,3,3,3,3,0,3
18,1,3,3,3,3,3,3,0,3
19,1,3,3,3,3,3,3,0,3
20,0,3,3,3,3,3,3,0,3
21,1,2,4,3,3,3,3,0,3
22,1,1,1,1,1,1,1,2,4
23,2,2,2,2,2,7,7,1,1
24,2,2,2,2,2,7,7,1,1
25,1,1,1,1,1,1,1,0,5
26,1,1,3,3,3,3,3,0,3
27,1,1,1,1,1,1,1,2,4
28,1,1,1,1,1,1,1,2,6
29,1,1,1,1,1,1,1,2,6
30,2,2,2,5,5,5,5,1,5
31,2,2,2,5,5,5,5,1,5
32,2,2,2,5,5,5,5,1,5
33,1,2,2,5,5,5,5,1,5
34,2,2,2,5,5,5,5,1,5
35,2,3,3,2,2,2,2,0,7
36,1,1,1,1,1,1,1,2,7
37,1,1,1,5,6,6,6,2,8
38,1,1,1,1,6,6,6,2,8
39,1,1,1,1,1,1,1,2,6
40,1,1,1,1,1,1,1,2,7
41,0,0,0,0,1,6,6,2,8
42,1,1,1,1,1,1,1,2,7
43,1,1,1,1,1,1,1,2,4
44,1,1,1,1,1,1,1,2,6
45,1,1,1,1,1,1,1,2,6
46,1,1,1,1,1,1,1,2,6
47,1,1,1,1,1,1,1,2,6
48,1,1,1,1,1,1,1,2,6
49,1,1,1,1,1,1,1,2,6
50,1,1,1,1,1,1,1,1,5
51,1,1,1,1,1,1,1,2,4
52,1,1,1,1,1,1,1,2,6
53,1,1,1,1,1,1,1,2,4
54,1,1,1,1,1,1,1,2,4
55,99,99,99,99,99,99,99,99,99
Modularity,0.13630053798301567,0.18280640592166095,0.19029005691598744,0.20826668476438018,0.21226045349949169,0.21573138092385935,0.21337426276431987,0.24731300851228377,0.15725581630928936
NMI,0.3103068665739131,0.57935548133515957,0.66147858755809208,0.559845147627831,0.59418391585173447,0.63197470883939366,0.62386653227366418,1.0,0.63756173524024273
