,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,1,4,4,4,4,4,4,1,0
1,2,2,2,5,6,6,6,6,2,1
2,0,0,4,4,4,4,4,4,1,0
3,2,2,2,5,6,6,6,6,2,1
4,2,2,4,4,4,4,4,4,1,0
5,2,2,4,2,6,6,8,8,2,1
6,2,2,4,5,6,6,6,6,2,1
7,2,2,4,5,6,6,6,6,2,1
8,0,0,4,5,6,6,6,6,2,1
9,0,0,0,4,5,5,5,5,2,2
10,2,2,2,5,6,6,8,8,2,1
11,99,99,99,99,99,99,99,99,99,99
12,2,2,2,2,2,2,8,8,2,1
13,2,2,2,4,5,7,7,5,2,1
14,2,2,2,2,2,2,2,2,2,3
15,2,2,2,2,2,2,2,2,2,3
16,2,2,2,2,2,2,8,9,2,1
17,2,2,2,2,2,2,2,2,2,3
18,2,2,2,2,2,2,2,2,2,3
19,2,2,2,2,2,2,2,2,2,3
20,2,2,2,2,2,2,2,2,2,3
21,2,2,2,2,2,2,2,2,2,3
22,99,99,99,99,99,99,99,99,99,99
23,0,0,0,4,5,5,5,5,2,2
24,2,3,3,4,5,5,5,5,2,2
25,0,0,4,4,5,7,7,7,2,2
26,2,2,2,2,2,2,2,2,2,1
27,1,1,1,1,1,1,1,1,4,4
28,1,1,1,1,1,1,1,1,4,4
29,1,1,1,1,1,1,1,1,4,4
30,0,3,3,3,3,3,3,3,4,5
31,0,3,3,3,3,3,3,3,4,5
32,1,3,3,3,3,3,3,9,4,5
33,0,3,3,3,3,3,3,3,4,5
34,99,99,99,99,99,99,99,99,99,99
35,0,0,4,4,4,4,4,4,1,0
36,99,99,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99,99,99
38,1,1,1,1,1,1,1,1,4,4
39,1,1,1,1,1,1,1,1,4,4
40,1,1,1,1,1,1,1,9,4,6
41,1,1,1,1,1,1,1,9,4,6
42,1,1,1,1,1,1,1,9,4,6
43,0,0,4,4,5,7,7,7,2,2
44,99,99,99,99,99,99,99,99,99,99
45,99,99,99,99,99,99,99,99,99,99
46,1,1,1,1,1,1,8,8,4,1
47,99,99,99,99,99,99,99,99,99,99
48,1,1,1,1,1,1,1,1,4,4
49,1,1,1,1,1,1,1,1,4,6
50,1,1,1,1,1,1,1,1,4,4
51,1,1,1,1,1,1,1,1,4,4
52,1,1,1,1,1,1,1,1,4,4
53,1,1,1,1,1,1,1,1,4,6
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.1472591165686162,0.1450909107521415,0.15365300625120634,0.1648544667817038,0.16909268581129377,0.1647106976173771,0.1600357800646859,0.1339705404398787,0.18422800875387896,0.12456708471940656
NMI,0.5367705999784862,0.56799693512314275,0.62784573998063276,0.65687430140897052,0.74299203836534766,0.72370693952156817,0.65133564516675158,0.59202624283699568,1.0,0.64721750972305259
