,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,2,3,3,3,3,3,3,2,0
1,0,2,0,3,0,0,5,9,2,1
2,2,2,3,3,3,3,3,3,2,0
3,2,3,4,4,4,4,4,4,1,2
4,1,1,1,1,1,1,1,1,0,3
5,1,1,1,1,1,1,1,1,0,4
6,1,1,1,1,1,1,1,1,0,4
7,1,1,1,1,1,1,1,1,0,4
8,1,1,1,1,1,1,1,1,0,3
9,2,3,4,4,4,4,4,4,1,2
10,1,1,1,1,1,1,1,1,0,4
11,1,1,1,1,1,1,1,1,0,4
12,1,1,1,1,1,1,1,1,0,4
13,1,1,1,1,1,1,1,1,0,4
14,1,1,1,1,1,1,1,1,0,4
15,1,1,1,1,1,1,1,1,0,4
16,1,1,1,1,1,1,1,1,0,4
17,1,1,1,1,1,1,1,1,0,4
18,1,1,1,1,1,1,1,1,0,4
19,1,1,1,1,1,1,1,1,0,4
20,1,1,1,1,1,1,1,1,0,4
21,1,1,1,1,1,1,1,1,0,4
22,1,1,1,1,1,1,1,1,0,4
23,2,3,4,4,4,4,4,4,1,2
24,1,1,2,5,2,2,2,2,2,3
25,1,1,4,2,2,2,2,2,2,3
26,0,0,0,0,3,2,2,6,2,1
27,1,1,1,1,1,1,1,1,0,4
28,1,1,1,1,1,1,1,1,0,4
29,1,3,4,3,3,3,3,3,2,0
30,0,0,4,2,2,7,7,7,1,2
31,2,3,4,4,4,4,4,4,1,2
32,1,3,4,2,4,7,7,7,1,2
33,2,2,2,2,2,2,2,2,2,3
34,2,2,2,5,6,6,8,9,2,3
35,2,3,2,5,5,5,5,5,2,5
36,1,1,1,1,5,1,1,1,2,3
37,0,0,0,2,0,0,2,3,2,1
38,1,2,3,4,6,6,6,6,2,6
39,2,2,3,4,6,6,6,6,2,6
40,2,2,3,4,6,6,6,6,2,6
41,2,2,3,4,6,6,6,6,2,6
42,2,2,3,4,6,6,6,6,2,6
43,2,3,2,5,5,5,5,5,2,5
44,2,2,2,5,2,2,2,2,2,3
45,2,2,3,4,6,6,8,8,2,1
46,2,3,2,5,5,5,5,9,2,3
47,1,2,3,4,6,7,8,8,2,1
48,2,3,2,5,6,6,6,9,2,3
49,2,2,2,5,5,5,5,5,2,3
50,2,1,2,5,5,5,5,5,2,3
51,2,3,2,5,5,5,5,5,2,5
52,1,3,3,3,3,3,3,3,2,0
53,1,1,2,5,5,5,5,5,2,3
54,2,3,2,5,5,5,5,5,2,5
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.0937832933899677,0.11793936332550223,0.14072589974015337,0.14099166971497082,0.14093754826219704,0.13431059000296747,0.1311930350275456,0.1254224031269115,0.1694098883981329,0.12051214559113915
NMI,0.34215716997109163,0.49341529925626632,0.67422210104865765,0.56619065418287329,0.70337144860683964,0.64154550900002361,0.66794528102431983,0.6510674777269263,1.0,0.65393892269434117
