,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,2,2,2,5,5,5,5,5,0,0
1,2,2,2,2,6,7,7,7,0,1
2,2,2,4,5,5,5,5,5,0,0
3,2,3,4,4,4,4,4,4,2,2
4,2,2,2,5,5,5,5,5,0,0
5,2,2,2,5,5,5,7,5,0,1
6,0,0,3,2,6,7,7,7,0,1
7,0,0,3,2,2,2,8,9,0,1
8,0,0,0,5,5,5,8,9,0,1
9,2,3,4,4,4,4,4,4,2,2
10,0,3,4,4,6,6,6,4,0,2
11,2,2,2,5,5,5,2,8,0,1
12,0,0,4,3,6,7,7,7,0,1
13,2,3,4,4,4,4,4,4,2,2
14,2,2,2,2,2,2,2,2,2,3
15,2,2,2,2,2,2,2,2,2,3
16,0,1,3,3,2,6,6,6,4,2
17,2,2,2,2,2,2,2,2,2,3
18,2,2,2,2,2,2,2,2,2,3
19,2,2,2,2,2,2,2,2,2,1
20,2,2,2,2,2,2,2,2,2,3
21,1,1,3,3,6,7,7,7,0,1
22,99,99,99,99,99,99,99,99,99,99
23,0,3,4,4,4,4,4,4,2,2
24,0,3,4,4,4,4,4,4,2,2
25,1,3,4,4,4,3,3,3,5,2
26,2,2,2,2,2,2,2,2,2,3
27,99,99,99,99,99,99,99,99,99,99
28,1,1,1,1,1,1,1,1,4,4
29,1,1,1,1,1,1,1,1,4,4
30,1,3,3,3,3,3,3,3,5,5
31,0,3,3,3,3,3,3,3,5,5
32,0,3,3,3,3,3,3,3,5,5
33,0,3,3,3,3,3,3,3,5,5
34,1,1,1,1,1,1,1,1,4,4
35,2,2,4,5,5,5,5,5,0,0
36,99,99,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99,99,99
38,1,1,1,1,1,1,1,1,4,4
39,1,1,1,1,1,1,1,1,4,4
40,1,1,1,1,1,1,1,1,4,4
41,1,1,1,1,1,1,1,1,4,4
42,99,99,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1,4,4
44,1,1,1,1,1,1,1,1,4,4
45,99,99,99,99,99,99,99,99,99,99
46,0,0,3,4,6,6,6,6,0,2
47,99,99,99,99,99,99,99,99,99,99
48,1,1,1,1,1,6,6,6,4,2
49,2,2,2,5,5,5,5,5,0,2
50,1,1,1,1,1,1,1,1,4,4
51,1,1,1,1,1,1,1,1,4,4
52,0,0,0,0,0,0,8,8,0,1
53,1,1,1,1,1,1,1,1,4,4
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.15669960928331528,0.1908863744159789,0.158521559978843,0.192641785290358,0.21730024914141324,0.20965929108329276,0.20198807468083857,0.2168229852239894,0.25139624536594213,0.21024634160367067
NMI,0.43987365093729291,0.60244367379831165,0.52722584731742628,0.60306196969647929,0.73399123115038012,0.74810366145831486,0.73685227552680022,0.74096262617970055,1.0,0.63885573798318829
