,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,0,3,4,4,4,4,4,0,
1,0,0,0,0,0,0,6,0,
2,1,1,4,4,4,4,4,0,
3,0,3,3,3,3,3,3,1,
4,0,3,4,4,4,4,4,0,
5,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,1,1,0,
9,0,3,3,3,3,3,3,1,
10,1,1,1,1,1,1,1,0,
11,2,2,2,2,2,2,2,3,
12,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,0,
23,2,3,3,3,3,3,3,1,
24,2,2,2,2,2,2,2,3,
25,2,2,2,2,2,2,2,3,
26,1,1,1,1,1,1,1,0,
27,1,1,1,1,1,1,1,0,
28,2,2,2,2,2,2,7,3,
29,2,2,2,2,2,2,2,3,
30,0,3,3,3,6,6,7,3,
31,0,0,0,0,5,6,6,2,
32,0,0,0,0,6,6,6,2,
33,2,2,2,2,2,2,2,3,
34,2,2,2,2,2,2,2,3,
35,0,3,4,4,4,4,4,0,
36,0,0,4,5,6,7,8,3,
37,2,2,2,2,2,2,2,3,
38,2,2,2,2,2,2,2,3,
39,2,2,2,2,2,2,2,3,
40,1,1,3,5,5,5,5,3,
41,1,1,1,5,5,5,5,3,
42,2,2,3,3,5,5,5,3,
43,1,1,1,5,6,7,8,3,
44,2,2,2,2,2,2,2,3,
45,2,2,2,2,2,2,2,3,
46,2,2,2,2,2,2,2,3,
47,0,0,4,5,6,7,8,3,
48,2,2,2,2,2,2,2,3,
49,2,2,2,2,2,2,2,3,
50,2,2,2,2,2,2,2,3,
51,2,2,2,2,2,2,2,3,
52,2,2,2,2,2,2,2,3,
53,2,2,2,2,2,2,2,3,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.2144547479528347,0.2235711101033844,0.22242475129960754,0.23493586883168252,0.23481005078414005,0.23693370330469812,0.23485589466401993,0.25766319270064897,
NMI,0.47502568778887766,0.55119367837302891,0.59092150597532556,0.72916571099759486,0.72608466955870854,0.75186011645188766,0.74135662856615248,1.0,
Silhoutte,0.26115809,0.28958034,0.31770571,0.36121501,0.38226232,0.40390022,0.36991604,0.32133486,
