,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,1,4,4,4,4,4,4,1,
1,2,2,2,5,6,6,6,6,2,
2,0,0,4,4,4,4,4,4,1,
3,2,2,2,5,6,6,6,6,2,
4,2,2,4,4,4,4,4,4,1,
5,2,2,4,2,6,6,8,8,2,
6,2,2,4,5,6,6,6,6,2,
7,2,2,4,5,6,6,6,6,2,
8,0,0,4,5,6,6,6,6,2,
9,0,0,0,4,5,5,5,5,2,
10,2,2,2,5,6,6,8,8,2,
11,99,99,99,99,99,99,99,99,99,
12,2,2,2,2,2,2,8,8,2,
13,2,2,2,4,5,7,7,5,2,
14,2,2,2,2,2,2,2,2,2,
15,2,2,2,2,2,2,2,2,2,
16,2,2,2,2,2,2,8,9,2,
17,2,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,2,
19,2,2,2,2,2,2,2,2,2,
20,2,2,2,2,2,2,2,2,2,
21,2,2,2,2,2,2,2,2,2,
22,99,99,99,99,99,99,99,99,99,
23,0,0,0,4,5,5,5,5,2,
24,2,3,3,4,5,5,5,5,2,
25,0,0,4,4,5,7,7,7,2,
26,2,2,2,2,2,2,2,2,2,
27,1,1,1,1,1,1,1,1,4,
28,1,1,1,1,1,1,1,1,4,
29,1,1,1,1,1,1,1,1,4,
30,0,3,3,3,3,3,3,3,4,
31,0,3,3,3,3,3,3,3,4,
32,1,3,3,3,3,3,3,9,4,
33,0,3,3,3,3,3,3,3,4,
34,99,99,99,99,99,99,99,99,99,
35,0,0,4,4,4,4,4,4,1,
36,99,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,99,
38,1,1,1,1,1,1,1,1,4,
39,1,1,1,1,1,1,1,1,4,
40,1,1,1,1,1,1,1,9,4,
41,1,1,1,1,1,1,1,9,4,
42,1,1,1,1,1,1,1,9,4,
43,0,0,4,4,5,7,7,7,2,
44,99,99,99,99,99,99,99,99,99,
45,99,99,99,99,99,99,99,99,99,
46,1,1,1,1,1,1,8,8,4,
47,99,99,99,99,99,99,99,99,99,
48,1,1,1,1,1,1,1,1,4,
49,1,1,1,1,1,1,1,1,4,
50,1,1,1,1,1,1,1,1,4,
51,1,1,1,1,1,1,1,1,4,
52,1,1,1,1,1,1,1,1,4,
53,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.1472591165686162,0.1450909107521415,0.15365300625120634,0.1648544667817038,0.16909268581129377,0.1647106976173771,0.1600357800646859,0.1339705404398787,0.18422800875387896,
NMI,0.5367705999784862,0.56799693512314275,0.62784573998063276,0.65687430140897052,0.74299203836534766,0.72370693952156817,0.65133564516675158,0.59202624283699568,1.0,
Silhoutte,0.28474531,0.28151487,0.32132671,0.32282439,0.36487483,0.37183361,0.38615258,0.37786033,0.3311773,
