,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,2,2,5,5,5,5,0,
1,1,1,1,1,1,1,1,13,
2,2,2,2,5,5,5,5,0,
3,1,1,1,1,6,6,6,11,
4,1,2,2,5,5,5,5,0,
5,2,2,2,5,5,5,5,0,
6,0,3,3,3,3,3,3,13,
7,2,3,3,3,3,3,3,13,
8,2,3,3,3,3,3,1,13,
9,0,0,0,0,6,6,7,11,
10,2,3,4,4,4,4,4,0,
11,2,3,4,4,4,4,4,0,
12,2,3,4,4,4,4,4,0,
13,1,3,4,4,6,6,6,11,
14,2,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,2,1,
16,2,3,4,5,6,7,7,1,
17,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,1,
21,1,3,3,3,3,3,3,13,
22,99,99,99,99,99,99,99,99,
23,1,1,1,1,6,6,6,11,
24,1,1,1,1,1,1,1,13,
25,99,99,99,99,99,99,99,99,
26,0,2,3,3,3,7,3,1,
27,1,1,1,1,1,1,1,13,
28,1,1,1,1,1,1,1,13,
29,1,1,1,1,1,1,1,13,
30,1,1,4,1,6,6,6,11,
31,2,3,4,4,4,4,6,0,
32,1,1,4,1,6,6,6,11,
33,1,1,1,1,1,1,1,13,
34,99,99,99,99,99,99,99,99,
35,2,2,2,5,5,5,5,0,
36,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,
38,0,3,3,3,5,7,7,11,
39,1,1,1,1,1,3,8,13,
40,1,1,1,1,1,1,1,13,
41,1,1,1,1,1,1,1,13,
42,99,99,99,99,99,99,99,99,
43,1,1,1,1,4,3,8,13,
44,1,1,1,1,1,3,8,13,
45,1,1,1,1,1,3,8,13,
46,99,99,99,99,99,99,99,99,
47,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,
49,1,1,1,1,1,6,8,11,
50,99,99,99,99,99,99,99,99,
51,1,1,1,1,1,1,1,13,
52,2,2,4,4,4,4,4,0,
53,1,1,1,3,1,7,7,11,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.0973395026170192,0.12842201736398712,0.1417302510315039,0.14709725836912074,0.13709393571191333,0.1323249616094263,0.1398350904481672,0.16161944880086523,
NMI,0.40866292858223119,0.44188710234584888,0.47229329054647501,0.56901043120837824,0.63495772701004338,0.79758775261374915,0.67856380336286604,1.0,
Silhoutte,0.28059487,0.30247955,0.32588693,0.39331857,0.3821042,0.39360093,0.42811353,0.3072011,
