,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,2,2,2,2,2,2,0,
1,2,3,3,3,3,7,7,2,
2,2,2,2,2,2,2,2,0,
3,2,2,4,4,6,6,6,1,
4,2,2,2,2,2,2,2,0,
5,2,0,0,0,0,0,8,0,
6,0,3,3,1,1,7,7,2,
7,0,0,4,4,4,4,4,2,
8,0,3,4,4,4,4,4,2,
9,2,2,4,4,6,6,6,1,
10,2,1,1,4,6,6,6,1,
11,1,2,2,2,2,2,2,0,
12,2,2,2,2,2,2,2,0,
13,2,2,4,4,6,6,6,1,
14,2,2,4,4,6,6,6,1,
15,2,2,4,4,6,6,6,1,
16,2,3,3,3,3,3,3,2,
17,0,3,3,3,3,3,3,2,
18,0,3,3,3,3,3,3,2,
19,0,3,3,3,3,3,3,2,
20,2,3,3,3,3,3,3,2,
21,0,3,3,3,3,7,7,2,
22,99,99,99,99,99,99,99,99,
23,2,2,4,4,6,6,6,1,
24,0,3,3,3,3,3,3,2,
25,99,99,99,99,99,99,99,99,
26,2,2,3,1,1,7,7,1,
27,2,2,2,2,2,2,2,0,
28,1,1,1,1,5,5,5,5,
29,1,1,1,1,5,5,1,5,
30,1,1,1,5,5,5,5,5,
31,1,1,1,5,5,5,5,5,
32,1,1,1,5,5,5,5,5,
33,1,1,1,1,1,1,1,5,
34,1,3,3,3,3,3,3,2,
35,2,2,2,2,2,2,2,0,
36,1,0,4,4,4,4,4,2,
37,2,2,2,2,1,1,2,0,
38,1,1,1,1,1,1,1,5,
39,1,1,1,1,1,1,1,5,
40,1,1,1,1,1,1,1,5,
41,1,1,1,1,1,1,1,5,
42,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,5,
44,1,1,1,1,1,1,1,5,
45,99,99,99,99,99,99,99,99,
46,99,99,99,99,99,99,99,99,
47,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,
49,1,1,1,1,1,1,1,5,
50,1,1,4,4,4,4,4,5,
51,2,2,4,4,4,4,4,0,
52,2,2,2,2,2,2,2,0,
53,0,0,0,0,0,0,0,5,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.14541913280213667,0.16413216157580185,0.18903503672463684,0.18044048602700133,0.1907636552153017,0.20166626482510397,0.20276514134260396,0.23888248536371035,
NMI,0.53589847516703493,0.7188233946520991,0.64672034646287235,0.61084482341133139,0.64446788209969252,0.67537537749486198,0.730752239563356,1.0,
Silhoutte,0.19280523,0.20949702,0.26767163,0.27730229,0.34071832,0.36656684,0.3509109,0.32049579,
