,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,1,1,1,6,6,6,6,0,
1,2,2,0,5,5,5,5,9,0,
2,1,1,1,1,6,6,6,6,0,
3,0,3,3,5,5,5,5,5,1,
4,1,1,1,1,6,6,6,6,0,
5,1,1,1,1,1,1,1,1,0,
6,2,0,0,3,3,3,6,9,0,
7,1,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,1,1,1,0,
9,2,3,3,5,5,5,5,5,1,
10,1,1,1,1,1,1,1,1,0,
11,1,1,1,1,1,1,1,1,0,
12,1,1,1,1,1,1,1,1,0,
13,1,1,3,5,5,5,5,5,0,
14,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,8,1,0,
21,1,1,1,1,1,1,1,1,0,
22,2,2,4,4,1,1,8,8,0,
23,2,3,3,5,5,5,5,5,1,
24,0,3,3,5,5,5,3,3,1,
25,0,0,4,0,0,0,7,7,2,
26,0,3,3,3,3,3,3,3,1,
27,2,2,4,4,4,4,4,4,2,
28,2,2,4,4,4,4,4,4,2,
29,2,2,2,2,2,2,2,3,2,
30,2,2,4,4,4,4,4,4,2,
31,2,2,4,4,4,4,4,4,2,
32,2,2,4,4,4,4,4,4,2,
33,2,2,4,4,4,4,4,4,2,
34,2,2,2,2,2,2,2,2,2,
35,1,1,1,1,6,6,6,6,0,
36,0,0,3,3,3,7,8,8,2,
37,2,2,2,2,2,2,2,2,2,
38,2,2,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,2,
40,2,2,2,2,2,2,2,2,2,
41,0,0,0,0,0,7,7,7,2,
42,2,2,2,2,2,2,2,2,2,
43,2,3,3,3,3,3,3,3,2,
44,2,2,2,2,2,2,2,2,2,
45,2,2,2,2,2,2,2,2,2,
46,2,2,4,2,2,2,7,7,2,
47,2,2,2,2,2,2,2,2,2,
48,2,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,2,
50,2,2,2,2,2,2,2,2,2,
51,2,2,2,2,2,7,7,7,2,
52,0,3,3,3,3,7,7,7,2,
53,2,2,2,2,2,2,2,2,2,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.2195670189064292,0.24003825707503837,0.21584415272058494,0.2165637352313669,0.20060132396495653,0.19726600345071685,0.1798912828319186,0.18631331085993066,0.2620593986379258,
NMI,0.56538110102695938,0.65238939550453945,0.58141448500615622,0.59417913662905864,0.6076274962937479,0.61476889037061055,0.5977197138895588,0.59905890602198464,1.0,
Silhoutte,0.19117895,0.23867155,0.22222722,0.22324724,0.21348061,0.22170845,0.23039916,0.25527425,0.23027587,
