,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,3,3,5,5,5,5,5,0,
1,0,0,4,5,5,5,5,5,0,
2,1,3,3,5,5,5,5,5,0,
3,2,3,3,3,3,3,3,3,1,
4,1,3,3,5,5,5,5,5,0,
5,2,2,2,2,2,2,2,2,1,
6,2,2,2,5,5,5,2,9,0,
7,2,2,2,2,2,2,2,9,1,
8,2,2,4,3,3,7,7,7,5,
9,0,3,3,3,3,3,3,3,1,
10,2,3,4,4,4,4,3,4,1,
11,2,2,2,2,2,2,2,2,1,
12,2,2,2,2,2,2,2,2,1,
13,2,2,2,2,2,2,2,2,1,
14,2,3,3,3,3,3,3,3,1,
15,2,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,2,1,
21,2,3,2,3,3,7,7,7,5,
22,99,99,99,99,99,99,99,99,99,
23,1,3,3,3,3,3,3,3,4,
24,99,99,99,99,99,99,99,99,99,
25,1,1,4,1,1,1,1,4,4,
26,2,2,3,2,2,2,2,2,1,
27,1,2,2,2,2,2,2,2,4,
28,1,1,1,1,1,1,1,1,4,
29,1,1,1,1,1,1,1,1,4,
30,2,0,4,4,4,4,4,9,0,
31,0,0,4,4,4,4,4,9,0,
32,0,3,4,4,4,4,4,4,0,
33,2,2,4,4,4,4,4,9,0,
34,2,2,4,4,4,4,4,9,0,
35,0,3,3,5,5,5,5,5,0,
36,1,1,4,3,3,7,7,7,5,
37,2,2,4,3,3,3,8,8,4,
38,1,1,1,1,1,3,8,8,4,
39,1,1,1,1,1,1,1,1,4,
40,1,1,1,1,1,1,1,1,4,
41,1,1,0,1,1,1,6,6,4,
42,99,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,1,4,
44,1,1,1,1,1,1,1,1,4,
45,1,1,1,1,1,1,1,1,4,
46,1,1,1,1,1,1,1,1,4,
47,2,3,4,3,3,3,8,8,5,
48,1,1,1,1,1,1,1,1,4,
49,1,1,1,4,4,4,4,4,0,
50,0,0,0,0,6,6,6,6,4,
51,1,1,1,1,1,1,1,1,4,
52,1,1,1,1,1,6,6,1,4,
53,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.09239072598953127,0.101384898416813,0.10643595337247104,0.12339471200110212,0.12339471200110215,0.1204721053871262,0.11858108592533437,0.11305867460084898,0.1436694747443743,
NMI,0.4000271606603209,0.34962265712410173,0.39418326268184961,0.6690101287880128,0.66901012878801291,0.66884902083050379,0.67209699957836855,0.61648168000672043,1.0,
Silhoutte,0.14833786,0.17090458,0.18277571,0.2233285,0.2233285,0.22427612,0.26068759,0.27478395,0.19686533,
