,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,2,4,5,6,6,6,5,3,
1,99,99,99,99,99,99,99,99,99,
2,2,2,4,5,6,6,6,5,3,
3,1,3,4,4,4,4,4,4,3,
4,2,2,4,5,6,6,6,5,3,
5,1,3,3,3,3,3,3,3,3,
6,1,1,1,1,1,1,1,1,1,
7,1,1,1,3,3,3,3,3,3,
8,1,1,1,1,1,1,1,1,1,
9,1,3,3,4,4,4,4,4,3,
10,1,2,3,3,3,1,3,3,3,
11,0,0,0,0,0,7,8,8,4,
12,1,1,1,1,1,1,1,1,3,
13,0,1,1,5,5,5,5,6,3,
14,0,3,3,3,3,3,3,3,3,
15,1,1,1,1,1,1,1,1,1,
16,1,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,1,
19,1,1,1,1,1,1,1,1,1,
20,1,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,1,
22,1,3,4,4,4,4,4,4,3,
23,0,3,3,3,3,3,3,3,3,
24,2,2,2,2,2,2,2,2,4,
25,2,2,2,2,2,2,2,2,4,
26,0,0,1,5,5,5,5,6,3,
27,2,3,3,3,3,3,3,3,3,
28,2,3,4,4,4,4,4,4,2,
29,0,3,3,3,3,3,3,3,3,
30,1,1,4,4,4,4,4,4,2,
31,1,1,4,4,4,4,4,4,2,
32,1,1,4,4,4,4,4,4,2,
33,1,3,4,4,4,4,4,4,2,
34,1,1,4,4,4,4,4,4,2,
35,0,3,3,5,6,6,6,5,3,
36,2,2,2,2,2,7,7,7,4,
37,2,2,2,2,2,2,7,7,4,
38,2,2,2,2,2,7,7,7,4,
39,2,2,2,2,2,1,7,7,4,
40,2,2,2,2,2,2,2,2,4,
41,2,2,2,2,2,2,2,2,4,
42,2,2,2,2,2,2,2,2,4,
43,0,0,0,0,6,6,6,9,3,
44,2,2,2,2,2,2,2,2,4,
45,0,3,3,5,5,5,5,6,3,
46,0,3,3,3,1,7,8,8,4,
47,2,2,2,2,2,7,7,7,4,
48,2,2,2,2,2,2,2,2,4,
49,2,2,2,2,2,2,2,2,4,
50,2,2,2,2,2,2,2,2,4,
51,2,3,3,5,5,5,5,6,3,
52,2,2,2,2,6,2,2,2,4,
53,2,2,2,2,2,7,7,7,4,
54,0,0,0,0,0,6,0,9,3,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.1500463582473232,0.13055245163432785,0.14766501390827574,0.16318068871872418,0.16327108842229696,0.1526904387160884,0.15069362880420561,0.15185926970791247,0.17782394933238985,
NMI,0.40838976892130086,0.46136501746418168,0.64059991721979404,0.69212626349594575,0.64099339084486284,0.65156237474530199,0.68769173789628857,0.68423755612242543,1.0,
Silhoutte,0.12529774,0.11246553,0.15362117,0.2125549,0.23042024,0.22027732,0.26170727,0.28003754,0.18473497,
