,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,2,2,2,5,5,5,0,
1,1,1,1,1,1,1,11,
2,2,2,2,5,5,5,0,
3,1,1,1,1,1,7,11,
4,1,2,2,5,5,5,0,
5,2,2,2,5,5,5,0,
6,0,3,3,3,3,3,13,
7,2,3,3,3,3,3,13,
8,2,3,3,3,3,3,11,
9,0,0,0,2,6,6,1,
10,2,3,4,4,4,4,0,
11,2,3,4,4,4,4,0,
12,2,3,4,4,4,4,0,
13,0,3,3,4,6,6,1,
14,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,1,
16,2,3,3,5,6,6,1,
17,2,2,2,5,2,2,1,
18,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,1,
21,1,1,1,3,3,3,13,
22,99,99,99,99,99,99,99,
23,0,0,0,0,6,6,1,
24,1,1,1,1,1,1,11,
25,99,99,99,99,99,99,99,
26,0,2,3,3,3,3,1,
27,1,1,1,1,1,1,11,
28,1,1,1,1,1,1,11,
29,1,1,1,1,1,1,11,
30,1,1,4,1,6,7,11,
31,2,3,4,4,4,7,0,
32,1,1,1,1,1,7,11,
33,1,1,1,1,1,1,11,
34,99,99,99,99,99,99,99,
35,2,2,2,5,5,5,0,
36,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,
38,0,3,3,3,3,7,11,
39,1,1,1,1,1,5,11,
40,1,1,1,1,1,1,11,
41,1,1,1,1,1,1,11,
42,99,99,99,99,99,99,99,
43,1,1,1,1,5,5,11,
44,1,1,1,5,5,5,11,
45,1,3,3,3,5,5,11,
46,99,99,99,99,99,99,99,
47,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,
49,1,1,1,1,3,7,11,
50,99,99,99,99,99,99,99,
51,1,1,1,1,1,1,11,
52,2,2,4,4,4,4,0,
53,1,1,1,1,1,7,11,
54,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,
Modularity,0.10208850991232518,0.10804187289518538,0.12608443200026773,0.11855568417214538,0.12582350096463937,0.13728699649959353,0.16237928326193232,
NMI,0.45620470412442538,0.49027452925332748,0.5337580755772996,0.60004938344974501,0.61020784162685726,0.59777525113983954,1.0,
Silhoutte,0.2645065,0.28256965,0.31566838,0.29890688,0.36697374,0.39517271,0.33653552,
