,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,3,4,5,5,5,5,0,
1,0,0,0,0,0,0,3,0,
2,2,3,4,5,5,5,5,0,
3,0,3,3,3,3,3,3,1,
4,0,0,4,5,5,5,5,0,
5,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,1,1,0,
9,0,3,3,3,3,3,3,1,
10,1,1,1,1,1,1,1,0,
11,2,2,2,2,2,2,2,2,
12,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,0,
23,2,3,3,3,3,3,3,1,
24,2,2,2,2,2,2,2,2,
25,2,3,3,3,2,7,7,2,
26,1,1,1,1,1,1,1,0,
27,1,1,1,1,1,1,1,0,
28,2,2,2,2,2,2,8,2,
29,2,2,2,2,2,2,2,2,
30,0,3,3,3,6,6,8,2,
31,0,0,0,0,6,6,6,2,
32,0,0,0,0,6,6,6,2,
33,2,2,2,2,2,2,2,2,
34,2,2,2,2,2,2,2,2,
35,0,3,4,5,5,5,5,2,
36,2,2,4,4,6,7,7,2,
37,2,2,4,4,2,2,2,2,
38,2,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,
40,1,3,4,4,4,4,4,2,
41,1,3,4,4,4,4,4,2,
42,1,3,3,4,4,4,4,2,
43,0,3,4,4,4,4,4,2,
44,2,2,2,2,2,2,2,2,
45,2,2,2,2,2,2,2,2,
46,2,2,2,2,2,2,2,2,
47,2,2,4,4,6,7,7,2,
48,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,
50,2,2,2,2,2,2,2,2,
51,2,2,2,2,2,2,2,2,
52,2,2,2,2,2,2,2,2,
53,2,2,2,2,2,2,2,2,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.18211046330236064,0.22548008000269837,0.21159733472722322,0.2144221663194248,0.22086553288067076,0.2175611423931814,0.2149550272681323,0.2383703911272788,
NMI,0.35346585485654269,0.57190010515665768,0.56892576399255101,0.62062036501545825,0.70347592243093338,0.68224296325696954,0.64000877435998604,1.0,
Silhoutte,0.23503684,0.32813804,0.35440208,0.37177795,0.39690451,0.3914964,0.35874659,0.29360592,
