,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,1,1,1,5,5,5,0,
1,0,3,3,3,6,6,1,
2,1,1,4,5,5,5,0,
3,2,2,2,2,2,2,1,
4,1,1,4,5,5,5,0,
5,2,2,4,5,5,4,0,
6,2,3,3,3,6,6,1,
7,2,2,2,2,2,2,1,
8,1,1,1,1,1,1,2,
9,1,1,1,5,6,6,1,
10,2,2,2,2,2,2,1,
11,1,1,1,1,1,1,2,
12,2,2,2,2,2,2,1,
13,2,2,2,2,2,2,1,
14,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,1,
21,2,2,2,2,6,6,1,
22,2,2,2,2,2,2,1,
23,2,2,2,2,2,2,1,
24,2,2,2,2,2,2,1,
25,1,1,1,1,1,1,2,
26,2,2,2,2,2,2,1,
27,1,1,1,1,1,1,2,
28,1,3,3,1,3,3,2,
29,1,3,3,3,3,3,2,
30,0,3,3,3,3,3,2,
31,1,3,3,4,4,7,2,
32,1,1,1,1,1,1,2,
33,1,1,1,1,1,1,2,
34,1,1,1,1,1,1,2,
35,2,2,4,4,4,4,0,
36,1,1,1,1,1,1,2,
37,1,1,1,1,1,1,2,
38,1,1,1,1,1,1,2,
39,1,1,1,1,1,1,2,
40,1,1,1,4,4,7,2,
41,1,1,1,4,4,7,2,
42,1,1,1,4,4,7,2,
43,1,1,1,1,1,1,2,
44,1,1,1,1,1,1,2,
45,1,1,1,1,1,1,2,
46,1,1,1,1,1,1,2,
47,1,1,1,1,1,1,2,
48,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,2,
50,1,3,3,3,3,3,2,
51,1,3,3,3,3,3,2,
52,1,3,3,3,3,4,0,
53,1,1,1,1,1,1,2,
54,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,
Modularity,0.0765424244193037,0.0699399251247888,0.07163261291147241,0.07444533427421765,0.07568002426042598,0.07569627101130019,0.092886456267884,
NMI,0.57657138057616986,0.45122381329783734,0.61142175165853596,0.62903181959837362,0.69832730438849033,0.7586590715351208,1.0,
Silhoutte,0.16207741,0.1747228,0.20956248,0.23707023,0.27422059,0.2917331,0.25074272,
