,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,2,2,4,4,4,4,4,
1,1,1,1,1,1,1,2,
2,1,1,1,4,4,4,4,
3,1,1,1,5,5,1,2,
4,2,2,4,4,4,4,4,
5,1,1,1,1,1,1,2,
6,1,1,1,1,1,1,2,
7,1,1,1,1,1,1,2,
8,1,1,1,1,1,2,2,
9,0,0,4,5,5,7,2,
10,1,1,1,1,1,1,2,
11,99,99,99,99,99,99,99,
12,1,1,1,1,1,1,2,
13,1,1,1,1,1,1,2,
14,1,1,1,1,1,1,2,
15,1,1,1,1,1,1,2,
16,1,1,1,1,1,1,2,
17,1,1,1,1,1,1,2,
18,1,1,1,1,1,1,2,
19,1,1,1,1,1,1,2,
20,1,1,1,1,1,1,2,
21,1,1,1,1,1,1,2,
22,99,99,99,99,99,99,99,
23,0,3,4,5,5,7,2,
24,0,3,4,5,5,7,2,
25,0,3,4,4,6,6,2,
26,1,1,1,1,1,1,2,
27,2,2,2,2,2,2,7,
28,2,2,2,2,2,2,7,
29,2,2,2,2,2,2,7,
30,1,3,3,3,3,3,7,
31,0,3,3,3,3,3,7,
32,2,3,3,3,5,5,7,
33,0,3,3,3,3,3,7,
34,99,99,99,99,99,99,99,
35,0,0,4,4,4,4,4,
36,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,
38,2,2,2,2,2,2,7,
39,2,2,2,2,2,2,7,
40,2,2,2,2,2,2,7,
41,2,2,2,2,5,5,7,
42,2,2,2,5,5,5,7,
43,0,3,4,4,6,6,2,
44,99,99,99,99,99,99,99,
45,99,99,99,99,99,99,99,
46,2,2,2,2,2,2,7,
47,99,99,99,99,99,99,99,
48,2,2,2,2,2,2,7,
49,2,2,2,2,2,2,7,
50,2,2,2,2,2,2,7,
51,2,2,2,2,2,2,7,
52,2,2,2,2,2,2,7,
53,2,2,2,2,2,2,7,
54,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,
Modularity,0.11912327389608035,0.11920790513700052,0.13441583822656056,0.12188331249916792,0.11433277487416803,0.11685275573704171,0.13902404123574577,
NMI,0.47029773599593988,0.53238608214141914,0.67431162191621863,0.67982652583636149,0.68794551414497551,0.69284141021986023,1.0,
Silhoutte,0.32759058,0.31266523,0.36691252,0.34900529,0.35559763,0.3800818,0.3404929,
