,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,0,3,3,3,3,3,3,0,0
1,1,1,4,4,4,4,4,1,1
2,1,3,3,3,3,3,3,0,0
3,1,3,3,3,6,6,6,1,2
4,1,3,3,3,3,3,3,0,0
5,1,3,3,3,3,3,3,0,0
6,1,1,4,4,4,4,4,1,1
7,2,2,2,2,2,7,7,1,2
8,2,2,2,2,2,7,7,3,2
9,0,3,3,3,6,6,6,1,3
10,1,1,4,4,4,4,4,1,1
11,2,2,4,2,4,7,7,1,1
12,2,2,4,4,4,4,4,1,1
13,2,3,3,3,6,6,6,1,2
14,1,1,3,3,6,6,6,1,3
15,2,2,2,2,2,2,2,1,4
16,2,2,2,2,2,2,2,1,4
17,2,2,2,2,2,2,2,1,4
18,2,2,2,2,2,2,2,1,4
19,2,2,2,2,2,2,2,1,4
20,2,2,2,2,2,2,2,1,4
21,2,2,2,2,3,3,3,0,4
22,99,99,99,99,99,99,99,99,99
23,0,3,3,5,5,6,5,3,3
24,2,3,4,5,5,5,5,3,5
25,1,1,1,1,1,1,1,3,6
26,0,3,3,5,6,6,8,3,2
27,2,2,2,2,2,2,2,1,4
28,1,1,1,1,1,1,1,3,6
29,1,1,1,1,1,1,1,0,6
30,1,1,1,1,1,1,1,1,2
31,1,3,1,1,1,1,1,3,2
32,1,1,1,1,1,1,1,1,2
33,1,1,1,1,1,1,1,3,6
34,1,1,1,1,1,1,1,3,6
35,0,3,3,3,3,3,3,0,0
36,1,1,1,1,1,7,7,3,2
37,1,1,1,1,1,4,4,3,7
38,1,1,1,1,1,1,1,3,7
39,1,1,1,1,1,1,1,3,6
40,2,2,4,5,5,5,5,3,5
41,2,2,2,5,5,5,5,3,5
42,1,1,1,1,1,1,1,3,6
43,2,2,4,5,5,5,5,3,5
44,1,1,1,1,1,1,1,3,6
45,99,99,99,99,99,99,99,99,99
46,99,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,1,3,6
50,1,1,1,1,1,1,1,3,6
51,1,1,1,1,1,1,1,3,6
52,1,1,1,1,1,1,1,3,6
53,1,1,1,1,1,1,1,3,6
54,1,1,1,1,1,1,1,3,6
55,99,99,99,99,99,99,99,99,99
Modularity,0.03813718914693852,0.06020921689516176,0.09715830007258165,0.11549093839962604,0.11964573123763979,0.11254766027611661,0.1107932379902945,0.12669701130344418,0.10109146577422493
NMI,0.099737749628760961,0.15137688221893061,0.2498828610741963,0.44084785594468479,0.53164150724623271,0.45973052653214608,0.5093653231687354,1.0,0.50736481528178601
