,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,2,2,2,5,5,5,0,
1,1,3,4,4,6,6,0,
2,2,2,4,4,4,4,0,
3,1,1,1,1,1,1,0,
4,2,2,2,5,5,5,0,
5,0,0,4,5,6,6,0,
6,1,3,3,3,6,6,0,
7,0,3,3,3,3,7,0,
8,1,1,1,1,3,7,0,
9,1,1,4,4,6,3,0,
10,0,3,3,3,3,3,0,
11,1,3,3,3,3,6,0,
12,0,3,3,3,6,6,0,
13,1,3,4,4,3,3,0,
14,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,1,
16,2,2,2,2,4,4,1,
17,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,1,
22,1,1,1,1,1,1,1,
23,0,3,4,4,4,4,0,
24,0,3,3,3,3,3,0,
25,1,1,1,1,1,1,3,
26,2,2,2,2,2,2,1,
27,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,3,
30,0,0,4,4,4,4,0,
31,1,1,1,1,1,1,3,
32,0,0,4,4,4,4,0,
33,1,1,1,1,1,1,3,
34,1,1,1,1,1,1,3,
35,1,1,1,1,1,1,3,
36,1,1,1,1,1,1,3,
37,1,1,1,1,1,1,3,
38,1,1,1,1,1,1,3,
39,1,1,1,1,1,1,3,
40,1,1,1,1,1,1,3,
41,1,1,1,1,1,1,3,
42,1,1,1,1,1,1,3,
43,99,99,99,99,99,99,99,
44,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,3,
47,99,99,99,99,99,99,99,
48,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,3,
53,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,
55,1,1,1,1,1,1,3,
Modularity,0.07210286333296224,0.0964956897328183,0.10062658235206814,0.1025283121213024,0.09996974144570658,0.10054638689715135,0.12496318352783764,
NMI,0.52009599254195493,0.59766428118512493,0.64839488690752567,0.70261495423362286,0.67682555820191626,0.66055301761300989,1.0,
Silhoutte,0.2856845,0.32099148,0.36980851,0.40518885,0.39988555,0.3770862,0.33055149,
