,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,2,2,2,2,2,2,2,0,
1,2,2,2,2,2,2,2,2,0,
2,2,2,2,2,2,2,2,2,0,
3,1,1,4,4,4,4,4,4,4,
4,2,2,2,2,2,2,2,2,0,
5,2,2,2,2,2,2,8,1,0,
6,2,2,2,2,2,2,2,2,0,
7,2,2,2,2,2,2,2,2,0,
8,0,3,3,3,6,6,6,6,1,
9,0,1,4,4,5,5,5,5,4,
10,2,2,2,2,6,7,7,7,0,
11,1,1,1,1,6,7,7,7,8,
12,2,2,2,2,2,2,2,2,0,
13,0,0,4,5,5,5,5,5,1,
14,1,1,4,5,5,5,5,5,1,
15,1,3,3,3,3,3,3,3,1,
16,0,3,3,3,6,7,6,7,1,
17,1,3,3,3,3,3,3,3,1,
18,1,3,3,3,3,3,3,3,1,
19,1,3,3,3,3,3,3,3,1,
20,1,3,3,3,3,3,3,3,1,
21,1,3,3,3,3,3,3,3,1,
22,99,99,99,99,99,99,99,99,99,
23,0,0,0,5,5,5,5,5,8,
24,2,2,2,5,5,5,5,5,8,
25,99,99,99,99,99,99,99,99,99,
26,2,2,0,5,5,5,5,5,1,
27,1,1,1,1,1,7,7,7,8,
28,1,1,1,1,1,1,1,1,8,
29,1,1,1,1,1,1,1,1,8,
30,0,0,4,4,4,4,4,4,4,
31,0,0,4,4,4,4,4,4,4,
32,0,3,4,4,4,4,4,4,4,
33,1,1,1,1,1,1,1,1,8,
34,99,99,99,99,99,99,99,99,99,
35,2,2,2,2,2,2,2,2,0,
36,1,1,1,1,6,6,6,6,8,
37,1,1,4,5,3,3,8,8,8,
38,1,1,1,1,1,1,1,8,8,
39,1,1,1,1,1,1,1,1,8,
40,1,1,1,1,1,1,1,1,8,
41,99,99,99,99,99,99,99,99,99,
42,99,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,1,8,
44,1,1,1,1,1,1,1,1,8,
45,1,1,1,1,1,7,7,7,8,
46,0,0,4,5,3,3,8,8,8,
47,99,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,99,
49,1,1,1,1,1,1,1,1,8,
50,1,1,1,1,1,1,1,1,8,
51,1,1,1,1,1,1,1,1,8,
52,1,1,1,1,1,1,1,9,8,
53,1,1,1,1,1,1,1,1,8,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.12197079489417167,0.16244161556591727,0.1906854564414698,0.2024906370028947,0.18448773271954938,0.17252302797571425,0.17126598990261763,0.1573199134264039,0.21958285188082927,
NMI,0.45845607179609177,0.56901517223089981,0.71759059801748937,0.8397593930064543,0.63511508083123847,0.60074611608364681,0.64146452555676958,0.58471407917993867,1.0,
Silhoutte,0.22389328,0.28039905,0.32222231,0.35262119,0.33222031,0.32652821,0.34810334,0.32397124,0.33345898,
