,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,0,3,4,4,4,4,0,
1,1,1,1,5,5,6,1,
2,0,3,4,4,4,4,0,
3,2,2,2,2,2,2,1,
4,0,3,4,4,4,4,0,
5,2,2,2,2,2,2,1,
6,0,1,1,5,5,6,1,
7,1,1,1,5,5,6,1,
8,2,2,2,2,2,1,2,
9,1,3,4,5,6,7,1,
10,1,3,4,5,6,7,1,
11,1,3,4,5,6,7,1,
12,2,2,2,2,2,2,1,
13,2,3,4,4,6,7,1,
14,2,2,2,2,6,7,1,
15,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,1,
22,2,2,2,2,2,2,1,
23,1,3,3,3,3,3,3,
24,0,3,3,3,3,3,3,
25,1,1,1,1,1,3,2,
26,0,3,3,3,3,3,3,
27,1,1,1,1,1,1,2,
28,1,1,1,1,1,1,2,
29,1,1,1,1,1,1,2,
30,2,1,1,1,1,1,1,
31,0,3,3,3,3,5,1,
32,0,3,3,3,3,5,1,
33,2,2,2,2,2,2,1,
34,1,1,1,1,1,1,2,
35,1,1,4,4,1,1,2,
36,1,1,1,1,1,1,2,
37,1,1,1,1,1,1,2,
38,2,2,2,2,0,0,3,
39,1,1,1,1,1,1,2,
40,2,2,3,5,5,5,3,
41,2,3,3,5,5,5,3,
42,2,2,2,5,5,5,3,
43,2,3,3,3,3,3,3,
44,1,1,1,1,1,1,2,
45,1,1,1,1,1,1,2,
46,1,1,1,1,1,1,2,
47,1,1,1,1,1,1,2,
48,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,2,
50,2,3,3,3,3,3,3,
51,1,1,1,1,1,1,2,
52,1,1,1,1,1,1,2,
53,1,1,1,1,1,1,2,
54,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,
Modularity,0.06773081695603173,0.09508462823646824,0.10318466029107465,0.12027475836070262,0.12744979705842002,0.1305161077497855,0.14667422719508016,
NMI,0.38499974124312669,0.43164268115002585,0.47257139908187301,0.53209811953453534,0.63605055832143076,0.69037346348210626,1.0,
Silhoutte,0.08030894,0.11438325,0.14976039,0.20264574,0.28268276,0.33777326,0.21194143,
