,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,2,2,2,2,2,2,2,2,2,0,
1,2,2,2,2,2,2,2,2,2,0,
2,2,2,2,2,2,2,2,2,2,0,
3,0,3,3,3,3,3,3,3,3,3,
4,2,2,2,2,2,2,2,9,9,0,
5,0,0,2,0,0,0,0,9,9,0,
6,2,2,2,2,2,2,2,2,2,0,
7,2,2,2,2,2,2,2,2,2,0,
8,0,0,0,0,6,6,6,6,6,0,
9,0,3,3,3,3,3,3,3,3,3,
10,2,2,2,2,2,7,7,7,7,0,
11,1,1,1,1,1,7,7,7,7,7,
12,2,2,2,2,2,2,2,2,2,0,
13,0,3,3,5,5,5,5,5,5,3,
14,1,1,4,5,5,5,5,5,5,3,
15,2,2,4,4,4,4,4,4,4,3,
16,0,0,0,0,0,0,0,9,9,7,
17,2,2,4,4,4,4,4,4,4,3,
18,2,2,4,4,4,4,4,4,4,3,
19,2,2,4,4,4,4,4,4,4,3,
20,1,1,4,4,4,4,4,4,4,3,
21,1,1,4,4,4,4,4,4,4,3,
22,99,99,99,99,99,99,99,99,99,99,
23,0,0,0,5,5,5,5,5,5,3,
24,1,1,1,5,5,5,5,5,5,7,
25,99,99,99,99,99,99,99,99,99,99,
26,0,0,0,5,5,5,5,5,5,3,
27,1,1,1,1,1,1,1,1,1,7,
28,1,1,1,1,1,1,1,1,1,7,
29,1,1,1,1,1,1,1,1,1,7,
30,0,3,3,3,3,3,3,3,3,3,
31,0,3,3,3,3,3,3,3,3,3,
32,1,3,3,3,3,3,3,3,3,3,
33,1,1,1,1,1,1,1,1,1,7,
34,99,99,99,99,99,99,99,99,99,99,
35,2,2,2,2,2,2,2,9,9,0,
36,1,1,1,1,6,6,6,6,6,7,
37,1,3,4,4,4,4,8,8,8,7,
38,1,1,1,1,1,1,1,8,8,7,
39,1,1,1,1,1,1,1,1,1,7,
40,1,1,1,1,1,1,1,1,1,7,
41,99,99,99,99,99,99,99,99,99,99,
42,99,99,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,1,1,7,
44,1,1,1,1,1,1,1,1,1,7,
45,1,1,1,1,1,1,1,1,1,7,
46,0,3,4,4,4,4,8,8,8,7,
47,99,99,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,99,99,
49,1,1,1,1,1,1,1,1,1,7,
50,1,1,1,1,1,1,1,1,1,7,
51,1,1,1,1,1,1,1,1,1,7,
52,1,1,1,1,1,1,1,1,10,7,
53,1,1,1,1,1,1,1,1,1,7,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.1416980020842852,0.14649567209921546,0.216277390127783,0.2102475876945062,0.2067515314530019,0.1968609714331889,0.1984310482430475,0.1829068487514819,0.17933600475198036,0.23330987022596794,
NMI,0.43152245137462919,0.43469102133294518,0.69534268663349186,0.66248919410591767,0.63109311714079264,0.58976092448056294,0.64161244886192548,0.61715736818248379,0.60575526029648985,1.0,
Silhoutte,0.20510655,0.21201889,0.30828547,0.32216831,0.33215093,0.32523768,0.35982382,0.37279494,0.35500838,0.27375465,
