,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,0,1,1,2,5,5,8,8,8,2,
1,1,1,4,4,6,6,6,6,6,2,
2,2,2,2,2,5,5,8,8,8,2,
3,1,1,4,4,4,7,7,7,7,1,
4,0,1,3,2,5,5,8,8,8,2,
5,0,2,2,2,5,5,5,5,10,2,
6,0,1,4,5,6,6,6,6,6,2,
7,0,0,0,5,6,6,6,6,5,2,
8,0,0,0,5,6,5,5,5,5,3,
9,0,0,4,4,4,4,4,4,4,1,
10,2,2,2,5,6,6,6,5,10,2,
11,0,2,2,2,5,5,5,5,10,2,
12,2,1,1,5,6,6,6,6,6,2,
13,0,0,4,4,4,4,4,4,4,1,
14,2,3,3,3,3,3,3,3,3,0,
15,2,3,3,3,3,3,3,3,3,0,
16,2,2,2,3,5,7,5,5,10,0,
17,2,3,3,3,3,3,3,3,3,0,
18,2,3,3,3,3,3,3,3,3,0,
19,2,3,3,3,3,3,3,3,3,0,
20,2,3,3,3,3,3,3,3,3,0,
21,2,2,2,5,6,6,6,6,6,2,
22,2,3,3,3,3,3,3,3,3,0,
23,0,0,4,4,4,4,4,9,9,1,
24,0,1,4,4,4,4,4,9,9,1,
25,1,2,2,1,1,7,7,9,9,0,
26,0,0,4,4,5,4,4,4,4,1,
27,1,1,1,1,1,7,7,7,7,3,
28,1,2,2,1,1,7,7,7,7,2,
29,1,1,1,1,1,1,1,1,1,3,
30,1,2,2,2,5,7,7,7,7,2,
31,1,2,2,2,5,7,7,7,7,2,
32,2,2,2,2,5,7,7,7,7,2,
33,1,2,2,2,5,7,7,7,7,2,
34,1,1,4,4,4,7,7,9,9,1,
35,0,3,3,2,5,5,8,8,8,2,
36,1,2,2,5,1,5,7,4,5,3,
37,1,1,1,1,1,1,1,1,1,3,
38,1,1,1,1,1,7,7,7,7,3,
39,1,1,1,1,1,1,1,1,1,3,
40,2,2,2,5,2,2,2,2,2,3,
41,2,2,2,5,2,2,2,2,2,3,
42,2,2,2,5,2,2,2,2,2,3,
43,2,1,1,1,2,1,1,1,1,3,
44,1,1,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,1,1,1,3,
47,0,0,0,1,1,0,4,0,4,3,
48,1,1,1,1,1,1,1,1,1,3,
49,1,2,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,1,3,
51,2,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,5,5,10,3,
53,1,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.0931044670093909,0.07601857402661294,0.09727777817334517,0.14109859505784256,0.144242725209583,0.14032957127158902,0.13564871273067822,0.1251892872127092,0.12811123849990386,0.16914713667965622,
NMI,0.23622874075855421,0.35693392340104246,0.50672688918643716,0.68223902790242008,0.6627988008878839,0.60286353024145689,0.55774837012930434,0.57750299659422055,0.56632234745679799,1.0,
Silhoutte,0.10230469,0.07571958,0.099944,0.16915745,0.21470213,0.2509988,0.25603798,0.24594817,0.26742785,0.14712262,
