,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,2,2,5,6,6,6,6,1,
1,0,3,4,3,3,3,3,3,1,
2,2,2,2,5,6,6,6,6,1,
3,1,3,4,4,4,3,7,7,1,
4,2,2,2,5,6,6,6,6,1,
5,0,3,3,3,3,7,8,8,1,
6,0,3,3,3,3,3,3,3,1,
7,0,3,3,3,3,3,3,3,1,
8,0,3,3,3,3,7,3,3,1,
9,0,0,4,4,4,5,7,7,7,
10,1,3,3,3,3,7,8,8,1,
11,99,99,99,99,99,99,99,99,99,
12,2,3,3,3,3,7,8,8,1,
13,2,2,2,5,5,5,5,5,7,
14,2,2,2,2,2,2,2,2,7,
15,2,2,2,2,2,2,2,2,7,
16,2,2,0,2,2,7,8,9,7,
17,2,2,2,2,2,2,2,2,7,
18,2,2,2,2,2,2,2,2,7,
19,2,2,2,2,2,2,2,2,7,
20,1,1,1,2,2,2,2,1,7,
21,2,2,2,2,2,2,2,2,7,
22,99,99,99,99,99,99,99,99,99,
23,0,0,0,5,5,7,7,7,7,
24,2,2,2,5,5,5,7,7,7,
25,0,3,3,5,5,5,5,5,7,
26,2,2,2,2,5,5,2,2,7,
27,1,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,3,
30,1,1,4,4,4,4,4,4,3,
31,1,1,4,4,4,4,4,4,3,
32,1,1,1,1,1,1,1,1,3,
33,0,0,4,4,4,4,4,4,3,
34,99,99,99,99,99,99,99,99,99,
35,2,2,2,5,6,6,6,6,1,
36,99,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,99,
38,1,1,1,1,1,1,1,1,3,
39,1,1,1,1,1,1,1,1,3,
40,1,1,1,1,1,1,1,1,3,
41,1,1,1,1,1,1,1,1,3,
42,1,1,1,1,1,1,1,1,3,
43,0,0,0,5,5,5,5,5,7,
44,99,99,99,99,99,99,99,99,99,
45,99,99,99,99,99,99,99,99,99,
46,1,1,1,1,1,1,8,8,3,
47,99,99,99,99,99,99,99,99,99,
48,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,8,9,3,
53,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.11313604352439544,0.12558454180652603,0.12483817950556768,0.14900536673873363,0.14986407844155283,0.1407413059424628,0.1442674708721978,0.1371920805370515,0.1617714468695596,
NMI,0.41176275279648816,0.59725296588715182,0.50203341996348827,0.65507613071812132,0.72615654757298276,0.71789939855078677,0.62406322802558845,0.59484354379839122,1.0,
Silhoutte,0.29846681,0.28902471,0.28592548,0.32771074,0.35811271,0.36439823,0.37135262,0.36172654,0.29983776,
