,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,2,2,4,4,6,6,6,6,6,0,
1,1,3,3,3,3,3,3,3,3,0,
2,2,2,4,4,6,6,6,6,6,0,
3,2,2,4,4,4,4,4,9,9,3,
4,2,2,4,4,6,6,6,6,6,0,
5,2,2,2,3,3,3,8,8,10,6,
6,1,3,3,3,3,3,3,3,3,0,
7,0,3,3,3,3,3,8,8,8,0,
8,0,3,3,3,3,3,8,8,8,0,
9,2,2,4,4,4,4,4,4,4,3,
10,0,0,4,4,4,4,4,4,4,0,
11,2,2,1,2,2,2,2,7,10,0,
12,1,3,3,3,3,3,3,3,3,0,
13,2,2,4,4,4,4,4,4,4,3,
14,2,2,2,2,2,2,2,2,2,3,
15,2,2,2,2,2,2,2,2,2,3,
16,1,1,1,5,5,5,5,5,5,6,
17,2,2,2,2,2,2,2,2,2,3,
18,2,2,2,2,2,2,2,2,2,3,
19,2,2,2,2,2,2,2,2,2,3,
20,2,2,2,2,2,2,2,2,2,3,
21,1,3,3,3,3,3,3,3,3,0,
22,99,99,99,99,99,99,99,99,99,99,
23,2,2,4,4,4,4,4,4,4,3,
24,2,2,4,4,4,4,4,9,9,3,
25,2,2,4,1,1,7,7,9,9,3,
26,2,2,2,2,2,2,2,2,2,3,
27,99,99,99,99,99,99,99,99,99,99,
28,1,1,1,1,1,1,1,1,1,6,
29,1,1,1,1,1,1,1,1,1,6,
30,2,3,3,1,3,7,7,7,7,3,
31,2,3,3,5,3,7,7,7,7,3,
32,1,3,3,3,3,7,7,7,7,3,
33,2,2,4,4,6,6,6,6,6,0,
34,1,1,1,1,1,1,1,1,1,6,
35,2,2,4,4,6,6,6,6,6,0,
36,99,99,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,99,99,
38,1,1,1,5,5,5,5,5,5,6,
39,1,1,1,5,5,5,5,5,5,6,
40,1,1,1,1,1,1,1,1,1,6,
41,1,1,1,1,1,1,1,1,1,6,
42,99,99,99,99,99,99,99,99,99,99,
43,1,3,3,1,1,1,1,1,1,6,
44,1,1,1,5,5,5,5,5,5,6,
45,99,99,99,99,99,99,99,99,99,99,
46,1,1,1,5,5,5,5,5,5,6,
47,99,99,99,99,99,99,99,99,99,99,
48,1,1,1,1,1,1,1,1,1,6,
49,1,1,1,5,5,5,5,5,5,6,
50,1,1,1,1,1,1,1,1,1,6,
51,1,1,1,1,1,1,1,9,9,6,
52,0,0,0,0,2,3,0,2,10,0,
53,1,1,2,1,1,1,8,8,10,6,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.14554931166571053,0.166157679026893,0.15097253967863586,0.16485968805300427,0.18504846139512554,0.18987062562649917,0.18334115783743926,0.17422942535912522,0.17861639166739668,0.2345532872428333,
NMI,0.44016493563038178,0.49693361012610154,0.43603241108876611,0.42213676149173845,0.48693501376208664,0.6295802119762558,0.60416583185879347,0.5397021043956457,0.60122284563654793,1.0,
Silhoutte,0.18536081,0.2043488,0.21927798,0.24556385,0.30966754,0.34783748,0.36289112,0.3501175,0.39455937,0.2606557,
