,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,2,3,3,5,3,3,1,
1,2,3,3,5,3,3,1,
2,99,99,99,99,99,99,99,
3,1,1,4,1,1,1,3,
4,2,3,3,5,3,3,1,
5,1,1,1,1,1,1,3,
6,0,3,3,0,5,7,1,
7,1,1,1,1,1,1,3,
8,1,1,1,1,1,1,3,
9,99,99,99,99,99,99,99,
10,1,1,1,1,1,1,3,
11,1,1,1,1,1,1,3,
12,1,1,1,1,1,1,3,
13,1,1,1,1,1,1,3,
14,1,1,1,1,1,1,3,
15,1,1,1,1,1,1,3,
16,1,1,1,1,1,1,3,
17,1,1,1,1,1,1,3,
18,1,1,1,1,1,1,3,
19,1,1,1,1,1,1,3,
20,0,3,3,3,5,5,3,
21,1,1,1,1,1,1,3,
22,1,3,3,3,5,5,3,
23,2,2,4,4,4,3,3,
24,0,1,4,4,4,4,4,
25,2,3,3,4,5,4,4,
26,2,2,2,2,2,2,4,
27,2,2,2,2,2,2,4,
28,1,1,1,1,1,1,3,
29,2,2,2,2,2,2,4,
30,2,2,2,2,2,2,4,
31,1,3,3,3,5,5,3,
32,1,1,1,1,1,1,3,
33,2,2,2,2,2,2,4,
34,2,2,2,2,2,2,4,
35,0,3,3,5,3,3,1,
36,1,1,1,1,1,1,3,
37,0,3,4,3,6,5,4,
38,2,0,0,0,0,0,4,
39,2,2,2,2,2,2,4,
40,1,1,1,5,4,6,4,
41,1,1,1,5,4,6,4,
42,1,3,3,5,4,6,4,
43,2,2,2,2,2,2,4,
44,2,2,2,2,2,2,4,
45,2,2,2,2,2,2,4,
46,2,2,2,2,2,2,4,
47,2,3,4,3,6,7,4,
48,2,2,2,2,2,2,4,
49,2,2,2,2,2,2,4,
50,2,2,4,4,4,4,4,
51,2,2,2,2,2,2,4,
52,2,2,2,2,6,7,4,
53,2,2,2,2,2,2,4,
54,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,
Modularity,0.10874534530228597,0.12572691533659552,0.1224681344739983,0.14428837169369854,0.13786824975045542,0.13820456534854772,0.16191597790125004,
NMI,0.44297767129973808,0.43549843526264109,0.48105252363292544,0.59212864902023443,0.64255919087705815,0.63942962287036964,1.0,
Silhoutte,0.17325599,0.20187979,0.23096039,0.29620262,0.33446039,0.33790253,0.26437418,
