,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,0,4,4,4,4,4,4,3,
1,0,0,0,5,5,7,7,7,0,
2,0,0,4,4,4,4,4,4,3,
3,2,2,2,2,6,6,8,6,1,
4,0,0,4,4,4,4,4,4,3,
5,2,2,2,2,2,2,8,2,1,
6,1,1,1,5,5,7,7,7,0,
7,1,0,0,5,5,7,7,7,0,
8,1,3,3,5,1,5,6,9,2,
9,2,2,2,2,2,2,8,8,1,
10,2,2,2,2,2,2,8,8,1,
11,2,2,2,2,2,2,8,8,1,
12,2,2,2,2,2,2,8,2,1,
13,2,2,2,2,2,2,8,2,1,
14,2,2,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,8,2,1,
17,2,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,2,2,1,
22,2,2,2,2,2,2,2,2,1,
23,1,3,3,3,3,3,3,3,3,
24,0,3,3,3,3,3,3,3,3,
25,2,2,2,2,2,2,8,8,1,
26,0,3,3,3,3,3,3,3,3,
27,1,1,1,1,1,1,1,1,2,
28,1,1,1,1,1,1,1,1,2,
29,1,1,1,1,1,1,1,1,2,
30,1,1,1,1,6,6,1,6,2,
31,0,0,0,3,6,6,7,6,1,
32,0,0,0,0,6,6,8,6,1,
33,2,2,2,2,2,2,2,2,1,
34,1,1,1,1,1,6,1,1,2,
35,1,3,4,4,4,4,4,4,3,
36,1,1,1,1,1,5,6,9,2,
37,1,1,1,1,1,1,1,1,2,
38,1,1,1,1,1,1,1,1,2,
39,1,1,1,1,1,1,1,1,2,
40,2,3,3,5,5,7,5,5,3,
41,2,3,3,5,5,5,5,5,3,
42,2,2,3,5,5,5,5,5,3,
43,1,3,3,3,3,3,3,3,3,
44,1,1,1,1,1,1,1,1,2,
45,1,1,1,1,1,1,1,1,2,
46,1,1,1,1,1,1,1,1,2,
47,1,1,1,1,1,5,6,9,2,
48,1,1,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,1,1,2,
50,2,3,3,3,3,3,3,3,3,
51,1,1,1,1,1,1,1,1,2,
52,1,1,1,1,1,1,1,1,3,
53,1,1,1,1,1,1,1,1,2,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.11053392981042909,0.12836886690673213,0.1411487178263849,0.14737500782156848,0.15234594181410052,0.13414585175574187,0.12682521298549734,0.13233254553537227,0.1577455293177114,
NMI,0.52822445418000674,0.64912381775596351,0.74278659233203348,0.72156348813323223,0.74895069819547344,0.6805583039923716,0.7350008112848585,0.72065454405389306,1.0,
Silhoutte,0.1263175,0.17306993,0.21972643,0.19799688,0.22618568,0.24633276,0.28185237,0.3109978,0.20665149,
