,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,3,3,3,3,3,3,3,0,
1,0,3,4,3,3,3,3,3,0,
2,1,3,3,3,3,3,3,3,0,
3,2,3,3,5,2,2,2,6,0,
4,1,3,3,3,3,3,3,3,0,
5,2,2,2,2,2,2,2,2,0,
6,2,2,2,2,2,2,2,2,0,
7,2,2,2,2,2,2,2,2,0,
8,1,1,1,5,5,4,4,4,3,
9,0,3,3,5,5,7,7,7,0,
10,2,2,2,2,2,2,2,7,0,
11,2,2,2,2,2,2,2,2,0,
12,2,2,2,2,2,2,2,2,0,
13,2,2,2,2,2,2,2,2,0,
14,2,2,2,2,2,7,7,7,0,
15,2,2,2,2,2,2,2,2,0,
16,2,2,2,2,2,2,2,2,0,
17,2,2,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,2,2,0,
20,2,2,2,2,2,2,2,2,0,
21,0,3,4,5,5,4,4,4,3,
22,99,99,99,99,99,99,99,99,99,
23,1,3,1,1,1,1,1,1,3,
24,99,99,99,99,99,99,99,99,99,
25,1,1,1,1,1,1,1,1,3,
26,2,2,2,2,2,2,2,2,0,
27,1,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,3,
30,2,2,4,4,4,5,5,5,0,
31,0,0,4,4,4,5,5,5,0,
32,0,0,4,4,4,5,5,9,5,
33,2,2,4,4,4,5,5,5,0,
34,2,2,4,4,4,5,5,9,5,
35,0,3,3,3,3,3,3,3,0,
36,1,1,4,5,5,4,4,4,3,
37,2,2,2,5,5,7,8,8,3,
38,1,1,1,2,2,1,8,8,3,
39,1,1,1,1,1,1,1,1,3,
40,1,1,1,1,1,1,1,1,3,
41,0,0,0,1,1,6,6,6,3,
42,99,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,1,3,
44,1,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,1,1,3,
47,2,2,4,5,5,4,8,8,3,
48,1,1,1,1,1,1,1,1,3,
49,1,1,1,4,4,5,5,9,5,
50,0,0,0,0,6,6,6,6,3,
51,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,6,6,6,6,3,
53,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.09046731506682415,0.10766062058526102,0.11260833449577978,0.12269791607849886,0.12356529054771485,0.12374147796895238,0.12240190895706753,0.11339515130424867,0.1372113323640057,
NMI,0.28329084453503789,0.4043413182261178,0.48412404327220721,0.5468346082950315,0.56567837187725245,0.6141903882587475,0.62865752717816581,0.63394953900882522,1.0,
Silhoutte,0.17124352,0.19555649,0.21294443,0.23609277,0.22078717,0.2381101,0.25659329,0.25837169,0.16199041,
