,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,1,1,1,1,1,8,1,
1,1,1,1,1,1,1,1,1,
2,1,1,1,1,1,1,1,1,
3,1,3,3,1,1,1,3,0,
4,1,1,1,1,1,1,8,1,
5,1,1,1,1,1,1,1,1,
6,1,1,1,1,1,1,1,1,
7,1,1,1,1,1,1,1,1,
8,1,1,1,1,1,1,1,1,
9,1,1,1,1,1,1,1,1,
10,1,1,1,1,1,1,1,1,
11,1,1,1,1,1,1,1,1,
12,1,1,1,1,1,1,1,1,
13,1,1,1,1,1,1,1,1,
14,1,1,1,1,1,1,1,1,
15,1,1,1,1,1,1,1,1,
16,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,
19,1,1,1,1,1,1,1,1,
20,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,
23,2,2,2,2,2,2,2,2,
24,0,0,4,4,6,7,7,2,
25,1,1,4,4,6,7,7,1,
26,0,0,4,4,4,4,4,2,
27,2,3,3,3,3,3,3,0,
28,2,2,2,2,2,2,3,0,
29,2,2,2,2,2,2,2,2,
30,0,3,3,3,3,3,3,0,
31,0,3,3,3,3,3,3,0,
32,0,3,3,3,3,3,3,0,
33,0,3,3,3,3,3,3,0,
34,2,3,3,3,3,3,3,2,
35,1,1,1,1,6,6,8,1,
36,2,2,2,2,2,2,2,2,
37,0,0,0,0,4,6,6,2,
38,2,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,
40,2,2,4,5,5,5,5,2,
41,1,1,4,5,5,5,5,2,
42,1,1,4,5,5,5,5,2,
43,0,0,4,4,4,4,4,2,
44,2,2,2,2,2,2,2,2,
45,2,2,2,2,2,2,2,2,
46,2,2,2,2,2,2,2,2,
47,2,2,2,2,2,2,2,2,
48,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,
50,2,2,2,2,2,2,2,2,
51,2,2,2,2,2,2,2,2,
52,1,1,1,1,6,6,1,1,
53,2,2,2,2,2,2,2,2,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.12980332541056513,0.13194993178437417,0.14188443585478627,0.13860763925136768,0.13304383486488405,0.13317289809689062,0.1329795085599252,0.16249720724345573,
NMI,0.56283342319011731,0.68336907501608724,0.7121155115118003,0.64144411262493872,0.62207674786493017,0.59576610975168365,0.71195855171256728,1.0,
Silhoutte,0.24477853,0.23883775,0.2851854,0.33118643,0.30835188,0.31992905,0.28919214,0.24237186,
