,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,0,0,2,5,5,5,5,5,5,5,0,
1,0,0,0,2,4,2,4,9,9,9,1,
2,0,3,3,3,3,3,3,3,3,3,3,
3,2,3,3,3,3,3,8,8,8,8,3,
4,0,0,2,5,5,5,5,5,5,5,0,
5,2,2,4,4,2,4,2,2,2,2,2,
6,0,0,2,2,4,2,4,9,9,9,1,
7,0,3,2,2,4,2,4,9,9,9,1,
8,0,0,1,2,4,2,4,0,10,10,5,
9,0,3,3,3,3,3,8,8,8,8,3,
10,2,2,2,4,2,4,2,2,2,2,2,
11,2,2,4,4,2,4,2,2,2,2,2,
12,2,2,4,4,2,4,2,2,2,2,2,
13,2,2,4,3,3,3,8,8,8,8,3,
14,0,0,1,1,4,7,7,7,7,7,4,
15,2,2,4,4,2,4,2,4,4,4,2,
16,2,2,1,1,1,1,1,1,1,1,5,
17,2,2,4,4,2,4,2,4,4,4,2,
18,2,2,4,4,2,4,2,4,4,4,2,
19,2,2,4,4,2,4,2,4,2,4,2,
20,2,2,4,4,2,4,2,4,4,4,2,
21,2,2,4,4,2,4,2,2,2,2,2,
22,2,2,4,4,2,4,2,4,4,4,2,
23,0,3,3,3,3,3,8,8,8,8,3,
24,2,2,2,2,4,7,7,7,7,7,4,
25,0,0,0,0,4,7,7,7,7,7,4,
26,0,3,3,5,3,3,3,4,4,11,3,
27,2,1,1,1,1,1,1,2,2,2,2,
28,2,1,1,1,1,1,1,2,2,2,2,
29,1,1,1,1,1,1,1,1,1,1,5,
30,0,3,3,3,3,3,8,8,8,8,3,
31,1,3,3,3,3,3,3,3,3,3,3,
32,0,3,3,3,3,3,3,3,3,3,3,
33,1,3,2,2,6,6,3,3,3,3,3,
34,1,1,1,1,1,1,1,1,1,1,5,
35,0,0,0,5,5,5,5,5,5,5,0,
36,1,1,1,1,1,1,1,1,10,10,5,
37,0,3,3,0,6,6,6,9,9,9,4,
38,1,1,1,1,1,1,1,1,1,1,5,
39,1,1,1,1,1,1,1,1,1,1,5,
40,1,2,2,2,6,6,6,6,6,6,5,
41,2,2,2,0,6,6,6,6,6,6,5,
42,2,2,2,2,6,6,6,6,6,6,5,
43,1,1,2,2,6,6,6,6,6,6,5,
44,1,1,1,1,6,6,6,6,6,6,5,
45,1,1,1,1,1,1,1,1,1,1,5,
46,1,1,1,1,1,1,1,1,1,1,5,
47,0,3,3,0,6,6,6,9,9,9,4,
48,1,1,1,1,1,1,1,1,1,1,5,
49,1,1,1,1,1,1,1,1,1,1,5,
50,1,3,3,1,1,1,3,3,3,3,3,
51,1,1,1,1,1,1,1,1,1,1,5,
52,1,1,1,1,1,1,1,1,1,1,5,
53,1,1,1,1,1,1,1,1,1,1,5,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.12282057404167854,0.11374440265276231,0.11319638820158656,0.12974502185375744,0.15058215319643672,0.15162173389068476,0.1487519086742531,0.13811235265360683,0.13864945631717973,0.13383977711447823,0.16543755418695824,
NMI,0.47585799070589813,0.55013055077015771,0.54408899512728393,0.64137208859178507,0.69458829520978393,0.72995110917083972,0.77410425648351511,0.79362896992218512,0.78856138863850855,0.80531712552743495,1.0,
Silhoutte,0.04354357,0.04607386,0.03741947,0.09870061,0.13726697,0.1781792,0.19206115,0.1840381,0.20827931,0.20577905,0.14558871,
