,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,2,3,3,3,3,3,3,2,
1,0,2,0,5,0,0,5,0,2,
2,1,2,3,3,3,3,3,3,2,
3,2,3,4,4,4,4,4,4,1,
4,1,1,1,1,1,1,1,1,0,
5,1,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,1,1,1,0,
9,2,3,4,4,4,4,4,4,1,
10,1,1,1,1,1,1,1,1,0,
11,1,1,1,1,1,1,1,1,0,
12,1,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,1,0,
23,2,3,4,4,4,4,4,4,1,
24,1,1,2,5,6,6,6,6,2,
25,1,1,4,4,6,6,6,6,2,
26,0,0,0,0,3,3,6,9,2,
27,1,1,1,1,1,1,1,1,0,
28,1,1,1,1,1,1,1,1,0,
29,1,3,4,3,3,3,3,3,2,
30,0,0,4,4,6,7,8,8,1,
31,2,3,4,4,4,4,4,4,1,
32,1,3,4,4,4,7,8,8,1,
33,2,2,2,4,6,6,6,6,2,
34,2,0,2,0,5,4,4,9,2,
35,2,3,2,5,5,5,5,5,2,
36,1,1,1,1,1,1,1,1,2,
37,0,0,0,0,0,0,0,3,2,
38,2,2,3,2,2,2,2,2,2,
39,2,2,3,2,2,2,2,2,2,
40,2,2,3,2,2,2,2,2,2,
41,2,2,3,2,2,2,2,2,2,
42,2,2,3,2,2,2,2,2,2,
43,2,3,2,5,5,5,5,5,2,
44,2,2,2,5,6,6,6,6,2,
45,2,2,3,2,2,7,7,7,2,
46,2,3,2,5,6,6,6,6,2,
47,0,2,3,2,2,7,7,7,2,
48,2,3,2,2,2,2,2,9,2,
49,2,3,2,5,6,6,6,6,2,
50,1,1,1,1,1,1,1,1,2,
51,2,3,2,5,6,6,6,6,2,
52,1,3,3,3,3,3,3,3,2,
53,1,1,2,5,5,5,5,5,2,
54,2,3,2,5,5,5,5,5,2,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.09754008556625979,0.11688897752384267,0.13561338496249595,0.13951041636776898,0.1363639247921024,0.12946506688515538,0.13074719573670607,0.12598688446997583,0.1707685345868096,
NMI,0.33627068290195888,0.47521069590885096,0.634874183646148,0.60645241257466875,0.60681786059512943,0.55727647540871927,0.592398650502581,0.6121612129801538,1.0,
Silhoutte,0.1541003,0.19383378,0.24893179,0.28454202,0.29752457,0.30217024,0.33070325,0.33383769,0.25155631,
