,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,2,2,2,3,2,2,2,0,0
1,2,3,2,3,2,2,2,0,0
2,2,3,2,3,2,2,2,0,0
3,2,3,4,3,3,3,3,1,1
4,2,2,2,3,2,2,2,0,0
5,1,0,4,4,4,4,4,0,2
6,2,3,4,3,2,2,2,0,0
7,2,3,4,4,2,2,8,0,2
8,0,0,4,4,4,4,8,0,2
9,0,3,4,3,3,3,3,1,1
10,0,1,4,4,4,4,4,0,2
11,0,1,4,4,4,4,4,0,2
12,1,1,4,4,4,4,4,0,2
13,1,1,1,3,3,3,3,0,3
14,2,2,2,2,6,6,6,0,3
15,2,2,2,2,6,6,6,0,3
16,0,2,2,2,6,6,6,0,3
17,1,2,2,2,6,6,6,0,3
18,1,2,2,2,6,6,6,0,3
19,1,2,2,2,6,6,6,0,3
20,2,2,2,2,6,6,6,0,3
21,1,2,4,2,6,6,6,0,3
22,1,1,1,1,1,1,1,2,4
23,2,3,4,3,3,3,3,1,1
24,2,3,4,3,3,3,3,1,1
25,2,1,1,5,5,5,5,1,5
26,1,2,2,2,6,6,6,0,3
27,1,1,1,1,1,1,1,2,4
28,1,1,1,1,1,1,1,2,6
29,1,1,1,1,1,1,1,2,6
30,1,3,3,5,5,5,5,1,7
31,1,3,3,5,5,5,5,1,7
32,1,3,3,5,5,5,5,1,7
33,1,1,1,5,5,5,5,1,7
34,1,3,3,5,5,5,5,1,7
35,2,2,2,3,2,2,2,0,5
36,1,1,1,1,1,1,1,2,5
37,1,1,1,1,1,7,7,2,8
38,1,1,1,1,1,7,7,2,8
39,1,1,1,1,1,1,1,2,6
40,1,1,1,1,1,1,1,2,5
41,0,1,1,0,6,7,7,2,5
42,1,1,1,1,1,1,1,2,5
43,1,1,1,1,1,1,1,2,4
44,1,1,1,1,1,1,1,2,6
45,1,1,1,1,1,1,1,2,6
46,1,1,1,1,1,1,1,2,6
47,1,1,1,1,1,1,1,2,6
48,1,1,1,1,1,1,1,2,6
49,1,1,1,1,1,1,1,2,6
50,1,1,1,1,1,1,1,1,5
51,1,1,1,1,1,1,1,2,4
52,1,1,1,1,1,1,1,2,6
53,1,1,1,1,1,1,1,2,4
54,1,1,1,1,1,1,1,2,4
55,99,99,99,99,99,99,99,99,99
Modularity,0.08025903070652449,0.14317796093654547,0.17928421035534933,0.2051393537530955,0.21268012325442623,0.2065808332979855,0.2007219614975043,0.23534000487376294,0.14602289696685525
NMI,0.21396857337590286,0.49418638674066695,0.5930340684717279,0.66658595556052769,0.67109367412832754,0.68729920332434447,0.67359009401726955,1.0,0.62513947143787885
