,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,0,3,3,3,3,3,3,3,
1,0,3,3,3,3,3,3,3,
2,0,3,3,3,3,3,3,3,
3,0,3,4,5,5,4,8,2,
4,0,3,4,3,3,3,3,3,
5,0,3,3,3,3,3,3,3,
6,0,3,0,0,6,6,8,3,
7,1,3,1,4,6,6,8,3,
8,1,1,1,1,1,1,1,5,
9,1,1,4,3,4,4,8,2,
10,0,3,3,4,6,6,6,3,
11,1,1,1,1,1,1,1,5,
12,2,3,3,4,6,6,6,3,
13,0,0,4,3,3,4,8,2,
14,1,3,4,3,4,4,8,2,
15,2,2,2,2,2,2,2,0,
16,2,2,2,2,2,2,2,0,
17,2,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,2,0,
20,2,2,2,2,2,2,2,0,
21,2,2,2,2,2,2,2,0,
22,99,99,99,99,99,99,99,99,
23,0,3,4,3,3,7,8,2,
24,0,3,4,5,5,7,7,2,
25,1,1,3,5,5,5,5,3,
26,0,3,4,5,5,7,7,2,
27,1,1,1,2,2,2,2,0,
28,1,1,1,1,1,1,1,5,
29,1,1,1,1,1,1,1,5,
30,1,0,3,5,5,5,5,3,
31,0,0,4,4,4,3,3,2,
32,1,1,1,1,1,5,5,5,
33,1,1,1,1,1,1,1,5,
34,1,1,1,1,1,5,5,5,
35,1,3,4,3,3,3,3,3,
36,1,1,1,1,1,1,1,5,
37,1,1,1,1,1,1,1,5,
38,1,1,1,1,1,1,1,5,
39,1,1,1,1,1,1,1,5,
40,2,0,3,4,4,4,4,4,
41,2,3,3,4,4,4,4,4,
42,2,3,3,4,4,4,4,4,
43,1,1,1,1,1,1,1,5,
44,1,1,1,1,1,1,1,5,
45,99,99,99,99,99,99,99,99,
46,99,99,99,99,99,99,99,99,
47,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,
49,1,1,1,1,1,1,1,5,
50,1,1,1,1,1,1,1,5,
51,1,1,1,1,1,1,1,5,
52,1,1,1,1,1,1,1,5,
53,1,1,1,1,1,1,1,5,
54,1,1,1,1,1,1,1,5,
55,99,99,99,99,99,99,99,99,
Modularity,0.12480240886348667,0.1282805306164373,0.15173967618149073,0.14957434552536494,0.1519858792211175,0.1541590547304029,0.15370140215458913,0.17431407248284597,
NMI,0.53901233175624852,0.6222303057070776,0.75904958156657276,0.74113702581026608,0.7899659142205564,0.77750979958314448,0.77291550001126008,1.0,
Silhoutte,0.20406161,0.23659292,0.26005665,0.24810837,0.28608756,0.28195497,0.32084841,0.35067631,
