,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,2,2,4,4,4,4,4,4,4,0
1,1,1,1,5,6,6,6,6,1,1
2,0,0,4,4,4,4,4,4,4,0
3,1,1,1,5,6,6,6,6,1,1
4,2,2,4,4,4,4,4,4,4,0
5,1,1,4,1,6,6,8,8,1,1
6,1,1,4,5,6,6,6,6,1,1
7,1,1,4,5,6,6,6,6,1,1
8,0,0,3,5,6,6,6,6,1,1
9,0,0,0,4,5,5,5,5,1,2
10,1,1,1,5,6,7,8,8,1,1
11,99,99,99,99,99,99,99,99,99,99
12,1,1,1,1,1,1,8,8,1,1
13,1,1,1,4,5,7,7,7,1,3
14,1,1,1,1,1,1,1,1,1,3
15,1,1,1,1,1,1,1,1,1,3
16,1,1,1,1,1,1,8,1,1,1
17,1,1,1,1,1,1,1,1,1,3
18,1,1,1,1,1,1,1,1,1,3
19,1,1,1,1,1,1,1,1,1,3
20,1,1,1,1,1,1,1,1,1,3
21,1,1,1,1,1,1,1,1,1,3
22,99,99,99,99,99,99,99,99,99,99
23,0,0,0,4,5,5,5,5,1,2
24,1,3,3,5,5,5,5,5,1,2
25,0,0,0,0,0,7,7,7,1,2
26,1,1,1,1,1,1,1,1,1,3
27,2,2,2,2,2,2,2,2,7,4
28,2,2,2,2,2,2,2,2,7,4
29,2,2,2,2,2,2,2,2,7,4
30,0,3,3,3,3,3,3,3,7,5
31,0,3,3,3,3,3,3,3,7,5
32,2,3,3,3,3,3,3,3,7,5
33,0,3,3,3,3,3,3,3,7,5
34,99,99,99,99,99,99,99,99,99,99
35,0,0,4,4,4,4,4,4,4,0
36,99,99,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99,99,99
38,2,2,2,2,2,2,2,2,7,4
39,2,2,2,2,2,2,2,2,7,4
40,2,2,2,2,2,2,2,9,7,6
41,2,2,2,2,2,2,2,9,7,6
42,2,2,2,2,2,2,2,9,7,6
43,0,0,4,4,5,7,7,7,1,3
44,99,99,99,99,99,99,99,99,99,99
45,99,99,99,99,99,99,99,99,99,99
46,2,2,2,2,2,2,8,8,7,1
47,99,99,99,99,99,99,99,99,99,99
48,2,2,2,2,2,2,2,2,7,4
49,2,2,2,2,2,2,2,2,7,2
50,2,2,2,2,2,2,2,2,7,4
51,2,2,2,2,2,2,2,2,7,4
52,2,2,2,2,2,2,2,2,7,4
53,2,2,2,2,2,2,2,2,7,2
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.14952943147482778,0.14701655899529376,0.14493285554775148,0.15781141839404048,0.16368750746215058,0.16321630877530116,0.15906740541177794,0.1379428507812071,0.18477815179933535,0.1294811199433677
NMI,0.56804595060665997,0.59678280549228302,0.61710985397805163,0.66213881468070046,0.730284380660014,0.72095215232055698,0.65133564516675158,0.63223830428161765,1.0,0.58905814672886703
