,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,2,2,3,2,2,2,0,
1,2,3,2,3,2,2,2,0,
2,2,3,2,3,2,2,2,0,
3,2,3,4,3,3,3,3,1,
4,2,2,2,3,2,2,2,0,
5,1,0,4,4,4,4,4,0,
6,2,3,4,3,2,2,2,0,
7,2,3,4,4,2,2,8,0,
8,0,0,4,4,4,4,8,0,
9,0,3,4,3,3,3,3,1,
10,0,1,4,4,4,4,4,0,
11,0,1,4,4,4,4,4,0,
12,1,1,4,4,4,4,4,0,
13,1,1,1,3,3,3,3,0,
14,2,2,2,2,6,6,6,0,
15,2,2,2,2,6,6,6,0,
16,0,2,2,2,6,6,6,0,
17,1,2,2,2,6,6,6,0,
18,1,2,2,2,6,6,6,0,
19,1,2,2,2,6,6,6,0,
20,2,2,2,2,6,6,6,0,
21,1,2,4,2,6,6,6,0,
22,1,1,1,1,1,1,1,2,
23,2,3,4,3,3,3,3,1,
24,2,3,4,3,3,3,3,1,
25,2,1,1,5,5,5,5,1,
26,1,2,2,2,6,6,6,0,
27,1,1,1,1,1,1,1,2,
28,1,1,1,1,1,1,1,2,
29,1,1,1,1,1,1,1,2,
30,1,3,3,5,5,5,5,1,
31,1,3,3,5,5,5,5,1,
32,1,3,3,5,5,5,5,1,
33,1,1,1,5,5,5,5,1,
34,1,3,3,5,5,5,5,1,
35,2,2,2,3,2,2,2,0,
36,1,1,1,1,1,1,1,2,
37,1,1,1,1,1,7,7,2,
38,1,1,1,1,1,7,7,2,
39,1,1,1,1,1,1,1,2,
40,1,1,1,1,1,1,1,2,
41,0,1,1,0,6,7,7,2,
42,1,1,1,1,1,1,1,2,
43,1,1,1,1,1,1,1,2,
44,1,1,1,1,1,1,1,2,
45,1,1,1,1,1,1,1,2,
46,1,1,1,1,1,1,1,2,
47,1,1,1,1,1,1,1,2,
48,1,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,1,2,
50,1,1,1,1,1,1,1,1,
51,1,1,1,1,1,1,1,2,
52,1,1,1,1,1,1,1,2,
53,1,1,1,1,1,1,1,2,
54,1,1,1,1,1,1,1,2,
55,99,99,99,99,99,99,99,99,
Modularity,0.08025903070652449,0.14317796093654547,0.17928421035534933,0.2051393537530955,0.21268012325442623,0.2065808332979855,0.2007219614975043,0.23534000487376294,
NMI,0.21396857337590286,0.49418638674066695,0.5930340684717279,0.66658595556052769,0.67109367412832754,0.68729920332434447,0.67359009401726955,1.0,
Silhoutte,0.04803287,0.11073009,0.15434553,0.25756655,0.32979318,0.37501166,0.38066952,0.17791783,
