,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,0,3,3,3,3,3,3,0,
1,0,3,3,3,3,3,3,0,
2,0,3,3,3,3,3,3,0,
3,1,2,4,5,5,5,5,1,
4,0,3,3,3,3,3,3,0,
5,1,1,1,1,1,1,1,1,
6,1,0,3,3,3,7,3,1,
7,1,1,1,1,1,1,1,1,
8,0,0,2,2,6,6,6,4,
9,1,1,1,1,1,1,1,1,
10,1,1,1,1,1,1,1,1,
11,0,0,0,0,0,0,0,4,
12,1,1,1,1,1,1,1,1,
13,1,1,1,1,1,1,1,1,
14,1,1,1,1,1,1,1,1,
15,1,1,1,1,1,1,1,1,
16,2,2,2,1,1,7,7,1,
17,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,
19,1,1,1,1,1,1,1,1,
20,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,
23,0,0,0,5,5,5,5,1,
24,2,2,2,5,5,5,8,4,
25,99,99,99,99,99,99,99,99,
26,1,1,1,1,1,1,1,1,
27,1,1,1,1,1,1,1,1,
28,1,1,1,1,1,1,1,4,
29,2,2,2,2,2,2,2,4,
30,2,2,4,4,4,4,4,4,
31,2,2,4,4,4,4,4,4,
32,2,2,4,4,4,4,4,4,
33,2,2,4,4,4,4,4,4,
34,0,0,0,0,2,2,2,4,
35,1,3,3,3,3,3,3,0,
36,2,0,2,2,6,6,6,4,
37,99,99,99,99,99,99,99,99,
38,0,3,3,5,5,7,7,1,
39,1,0,0,0,5,0,0,4,
40,2,2,2,2,2,2,2,4,
41,2,3,2,2,2,2,2,4,
42,99,99,99,99,99,99,99,99,
43,2,2,2,5,2,2,8,4,
44,2,2,2,2,2,2,2,4,
45,99,99,99,99,99,99,99,99,
46,2,2,2,2,1,1,1,4,
47,99,99,99,99,99,99,99,99,
48,2,3,2,2,6,6,6,4,
49,2,2,2,4,4,4,4,4,
50,2,2,2,2,2,2,2,4,
51,2,2,2,5,5,5,5,4,
52,1,1,1,1,1,1,1,1,
53,2,2,2,2,2,2,2,4,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.10866068681433334,0.10191610579822531,0.12055729587516505,0.11924426621675152,0.11264958313729465,0.10841541054306446,0.10767586128297521,0.14170147682049442,
NMI,0.46309894174496835,0.46405261749659976,0.52486423864305665,0.59126360031789504,0.5404384529500742,0.5833338653539113,0.54527415293866244,1.0,
Silhoutte,0.24179815,0.25899544,0.2843569,0.30369925,0.32414295,0.33434791,0.33668453,0.26148535,
