,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,0,3,3,3,3,3,3,0,
1,0,3,3,3,3,3,3,0,
2,0,3,3,3,3,3,3,0,
3,1,2,4,5,5,5,5,1,
4,0,3,3,3,3,3,3,0,
5,1,1,1,1,1,1,1,1,
6,2,3,3,3,3,7,3,0,
7,1,1,1,1,1,1,1,1,
8,0,0,2,2,6,6,6,4,
9,1,1,1,1,1,1,1,1,
10,1,1,1,1,1,1,1,1,
11,0,0,0,0,0,0,0,4,
12,1,1,1,1,1,1,1,1,
13,1,1,1,1,1,1,1,1,
14,1,1,1,1,1,1,1,1,
15,1,1,1,1,1,1,1,1,
16,2,2,3,1,1,7,7,1,
17,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,
19,1,1,1,1,1,1,1,1,
20,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,
23,0,0,0,5,5,5,5,1,
24,2,2,2,5,5,5,8,4,
25,99,99,99,99,99,99,99,99,
26,1,1,1,1,1,1,1,1,
27,1,1,1,1,1,1,1,1,
28,1,1,1,1,1,4,1,4,
29,2,2,2,2,2,2,2,4,
30,2,2,4,4,4,4,4,4,
31,2,2,4,4,4,4,4,4,
32,2,2,4,4,4,4,4,4,
33,2,2,4,4,4,4,4,4,
34,0,0,2,2,2,2,2,4,
35,1,3,3,3,3,3,3,0,
36,2,0,2,2,6,6,6,4,
37,99,99,99,99,99,99,99,99,
38,0,3,3,5,5,7,7,1,
39,1,0,0,0,5,7,0,4,
40,2,2,2,2,2,2,2,4,
41,2,1,2,2,2,2,2,4,
42,99,99,99,99,99,99,99,99,
43,2,2,2,5,2,2,8,4,
44,2,2,2,2,2,2,2,4,
45,99,99,99,99,99,99,99,99,
46,2,2,2,2,1,1,1,4,
47,99,99,99,99,99,99,99,99,
48,2,3,2,2,6,6,6,4,
49,2,2,2,2,4,4,4,4,
50,2,2,2,2,2,2,2,4,
51,2,2,2,5,2,2,2,4,
52,1,1,1,1,1,1,1,1,
53,2,2,2,2,2,2,2,4,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.1030513600304951,0.10095939332868502,0.12936775946518148,0.12785188818234883,0.11621691163070313,0.11296449419690621,0.11043519592385152,0.14283983933472702,
NMI,0.40726192128763833,0.49091853292776794,0.60753522218570888,0.65892425147609768,0.61216269035744808,0.58597731755961313,0.63143293464091643,1.0,
Silhoutte,0.24407758,0.24720312,0.28151166,0.30817214,0.32693867,0.32451516,0.33092351,0.258343,
