,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,0,3,3,3,3,3,3,0,
1,0,3,3,3,3,3,3,0,
2,0,3,3,3,3,3,3,0,
3,0,3,3,5,5,5,8,1,
4,0,3,3,3,3,3,3,0,
5,0,3,3,3,3,3,3,0,
6,0,3,0,0,6,6,8,0,
7,1,3,4,4,6,6,6,0,
8,1,1,1,1,1,1,1,9,
9,1,1,3,5,5,4,8,1,
10,0,3,4,4,6,6,6,0,
11,1,1,1,1,1,1,1,9,
12,2,0,4,4,6,6,6,0,
13,0,0,3,5,5,5,8,1,
14,1,3,3,1,4,4,8,1,
15,2,2,2,2,2,2,2,2,
16,2,2,2,2,2,2,2,2,
17,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,
19,2,2,2,2,2,2,2,2,
20,2,2,2,2,2,2,2,2,
21,2,2,2,2,2,2,2,2,
22,99,99,99,99,99,99,99,99,
23,0,3,3,5,5,5,8,1,
24,2,3,4,4,4,5,5,4,
25,1,1,1,1,4,7,7,4,
26,0,3,3,5,5,5,5,2,
27,2,2,2,2,2,2,2,2,
28,1,1,1,1,1,1,1,9,
29,1,1,1,1,1,1,1,9,
30,1,1,1,5,5,7,7,0,
31,0,0,3,5,5,7,7,1,
32,1,1,1,1,1,7,7,9,
33,1,1,1,1,1,1,1,9,
34,1,1,1,1,1,1,1,9,
35,1,3,3,3,3,3,3,0,
36,1,1,1,1,1,1,1,9,
37,1,1,1,5,1,1,1,9,
38,1,1,1,1,1,1,1,9,
39,1,1,1,1,1,1,1,9,
40,2,3,4,4,4,4,4,4,
41,2,2,4,4,4,4,4,4,
42,2,3,4,4,4,4,4,4,
43,1,1,1,4,1,1,1,4,
44,1,1,1,1,1,1,1,9,
45,99,99,99,99,99,99,99,99,
46,99,99,99,99,99,99,99,99,
47,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,
49,1,1,1,1,1,1,1,9,
50,1,1,1,1,1,1,1,9,
51,1,1,1,1,1,1,1,9,
52,1,1,1,1,1,1,1,9,
53,1,1,1,1,1,1,1,9,
54,1,1,1,1,1,1,1,9,
55,99,99,99,99,99,99,99,99,
Modularity,0.11700023132630101,0.12224286973665799,0.14595626326064007,0.12864048649159843,0.15316984830031544,0.15061560344286887,0.1515176307392339,0.1675356661184186,
NMI,0.50513870081708445,0.56650327394582345,0.67851789958862374,0.70063556611546451,0.80592550362826243,0.71041228016293523,0.74727567050899557,1.0,
Silhoutte,0.21784627,0.22205506,0.26674224,0.29078113,0.32371288,0.30908155,0.33753613,0.32184405,
