,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,1,1,1,1,1,1,0,
1,1,3,4,5,5,5,8,2,
2,1,1,1,1,1,1,1,0,
3,1,1,4,4,4,4,4,1,
4,1,1,1,1,1,1,1,0,
5,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,7,7,0,
9,1,1,4,4,4,4,4,0,
10,1,1,1,1,1,1,1,0,
11,1,1,1,1,1,1,1,0,
12,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,0,
23,0,0,4,4,4,4,4,1,
24,2,2,2,2,3,3,3,2,
25,2,3,3,3,3,3,3,2,
26,0,3,3,3,3,3,3,2,
27,1,1,1,1,2,2,1,2,
28,2,2,2,2,2,2,2,2,
29,2,2,2,2,2,2,2,2,
30,2,2,2,2,5,5,5,2,
31,0,0,4,5,5,5,5,2,
32,0,0,4,5,5,5,5,2,
33,2,2,2,2,2,2,2,2,
34,2,2,2,2,2,3,3,2,
35,1,1,1,1,1,1,1,1,
36,2,2,2,5,2,7,7,2,
37,2,2,2,5,2,2,2,2,
38,2,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,
40,1,2,2,2,6,6,6,2,
41,1,1,1,1,6,6,6,2,
42,2,2,2,2,2,2,6,2,
43,1,3,3,3,3,3,3,2,
44,2,2,2,2,2,2,2,2,
45,0,3,3,3,3,3,3,2,
46,0,0,0,0,0,7,8,0,
47,2,2,2,2,2,2,2,2,
48,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,
50,2,3,3,3,3,3,3,2,
51,2,3,3,3,3,7,7,2,
52,1,1,1,1,1,1,1,2,
53,2,2,2,2,2,2,2,2,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.08393332199345774,0.10096849863953468,0.09820349729606362,0.09156484158913133,0.10313369197598841,0.09725063896273967,0.09086485797345467,0.12452563699312943,
NMI,0.40387477493901591,0.48295651935816447,0.4809893461206749,0.5283925065016013,0.58735691847708438,0.52617523016492707,0.46561488872440204,1.0,
Silhoutte,0.18820852,0.22941956,0.25322826,0.26458658,0.30126869,0.29867593,0.26948095,0.17541954,
