,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,2,4,5,5,4,4,4,0,
1,2,2,4,4,4,7,7,7,0,
2,2,2,2,5,5,4,4,4,0,
3,2,3,2,3,6,6,6,6,2,
4,2,2,2,5,5,4,4,4,0,
5,2,2,4,5,5,7,7,7,0,
6,0,0,3,4,5,7,7,7,2,
7,0,0,4,2,2,2,8,8,0,
8,0,0,3,5,5,4,8,8,0,
9,2,3,2,3,6,6,6,6,2,
10,0,3,2,3,4,7,7,7,5,
11,2,2,2,5,5,4,4,9,0,
12,0,0,4,4,4,7,7,7,0,
13,2,3,2,3,6,6,6,6,2,
14,2,2,4,2,6,2,2,2,2,
15,2,2,4,2,2,2,2,2,2,
16,0,1,1,4,2,5,5,5,4,
17,2,2,4,2,2,2,2,2,2,
18,2,2,4,2,2,2,2,2,2,
19,2,2,4,2,2,2,2,2,2,
20,2,2,4,2,2,2,2,2,2,
21,1,1,3,4,4,7,7,7,2,
22,99,99,99,99,99,99,99,99,99,
23,2,3,2,3,6,6,6,6,2,
24,0,3,2,3,6,6,6,6,2,
25,1,3,3,3,1,6,6,6,5,
26,2,2,4,2,2,2,2,2,2,
27,99,99,99,99,99,99,99,99,99,
28,1,1,1,1,1,1,1,1,4,
29,1,1,1,1,1,1,1,1,4,
30,1,3,3,4,3,3,3,3,5,
31,0,3,3,4,3,3,3,3,5,
32,0,3,3,4,3,3,3,3,5,
33,0,3,3,4,3,3,3,3,5,
34,1,1,1,1,1,1,1,1,4,
35,2,2,2,5,5,4,4,4,0,
36,99,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,99,
38,1,1,1,1,1,1,1,1,4,
39,1,1,1,1,1,1,1,1,4,
40,1,1,1,1,1,1,1,1,4,
41,1,1,1,1,1,1,1,1,4,
42,99,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,1,4,
44,1,1,1,1,1,1,1,1,4,
45,99,99,99,99,99,99,99,99,99,
46,0,0,0,4,4,5,5,5,0,
47,99,99,99,99,99,99,99,99,99,
48,0,1,1,4,4,5,5,5,4,
49,2,2,4,5,5,4,4,9,0,
50,1,1,1,1,1,1,1,1,4,
51,1,1,1,1,1,1,1,1,4,
52,0,0,0,0,0,0,8,9,0,
53,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.15172244078152922,0.18791749998307034,0.15922020053059704,0.20106098586644136,0.19931950454157912,0.2122842786723536,0.2212117153745108,0.214956598858722,0.2425728913181681,
NMI,0.41699081854172321,0.61563287227584673,0.56427389366829306,0.5855635101154768,0.59020001198128735,0.652572991116534,0.68279852342673075,0.66921451006239019,1.0,
Silhoutte,0.1854865,0.21545801,0.19600786,0.28385675,0.31062714,0.32821049,0.36512718,0.38926154,0.26328619,
