,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,1,4,4,4,4,4,0,
1,0,0,0,0,6,7,6,2,
2,0,0,4,4,4,4,4,0,
3,2,3,3,3,3,3,3,2,
4,1,1,4,4,4,4,4,0,
5,2,2,2,2,2,2,2,1,
6,2,2,2,2,6,7,6,1,
7,2,2,2,5,5,6,8,2,
8,0,0,0,5,5,5,5,3,
9,2,3,3,3,3,3,3,2,
10,2,3,3,3,3,3,3,2,
11,2,2,2,2,2,2,2,2,
12,2,2,2,2,2,2,2,1,
13,2,3,3,3,2,2,2,2,
14,2,2,3,3,3,6,8,2,
15,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,2,1,
22,2,2,2,2,2,2,2,1,
23,2,3,3,3,6,6,8,2,
24,1,1,1,1,6,6,8,2,
25,1,3,3,3,1,6,8,2,
26,2,2,2,2,2,2,2,1,
27,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,3,
30,0,3,3,3,3,3,3,2,
31,0,3,3,3,3,3,3,2,
32,0,3,3,3,3,3,3,2,
33,1,3,3,3,1,3,3,2,
34,1,1,1,1,1,1,1,3,
35,0,0,4,4,4,4,4,0,
36,0,0,0,5,5,5,5,3,
37,1,1,1,1,1,1,1,3,
38,1,1,1,1,1,1,1,3,
39,1,1,1,1,1,1,1,3,
40,1,1,4,1,1,7,7,3,
41,2,0,4,5,5,7,7,3,
42,2,2,4,5,5,7,7,3,
43,1,1,1,1,1,1,1,3,
44,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,1,3,
47,1,1,1,1,1,1,1,3,
48,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,6,8,0,
53,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.09307982842164733,0.10157384286667337,0.11933015099306128,0.12117628121821368,0.11380336319958688,0.11212975694370197,0.11266710268102208,0.13306977864919597,
NMI,0.3717342424728961,0.56332378230497193,0.65915954943510102,0.73085171690073381,0.6265973249550566,0.69226682848041177,0.72123229856979254,1.0,
Silhoutte,0.15240462,0.17512393,0.23538568,0.26471446,0.26592461,0.28167823,0.31695674,0.20928554,
