,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,2,2,2,2,2,2,0,
1,1,1,4,4,4,4,4,5,
2,2,2,2,2,2,2,2,0,
3,2,3,1,5,5,5,5,1,
4,2,2,2,2,2,2,2,0,
5,2,3,3,3,3,2,8,0,
6,0,0,0,1,1,7,7,1,
7,0,3,1,5,6,6,6,2,
8,0,3,1,5,6,6,6,2,
9,2,3,1,5,5,5,5,1,
10,1,1,1,5,5,5,5,1,
11,2,2,2,2,2,2,8,0,
12,2,2,2,2,2,2,2,0,
13,2,3,1,5,5,5,5,1,
14,2,3,1,5,5,5,5,1,
15,2,2,1,5,5,5,5,1,
16,0,3,3,3,3,3,3,2,
17,0,3,3,3,3,3,3,2,
18,0,3,3,3,3,3,3,2,
19,0,3,3,3,3,3,3,2,
20,0,3,3,3,3,3,3,2,
21,0,3,3,3,3,7,7,1,
22,99,99,99,99,99,99,99,99,
23,2,3,1,5,5,5,4,1,
24,0,3,3,3,3,3,3,2,
25,99,99,99,99,99,99,99,99,
26,2,2,1,1,1,7,7,1,
27,2,2,2,2,2,2,2,0,
28,1,1,4,4,4,4,4,5,
29,1,1,4,4,4,4,4,5,
30,1,1,4,4,4,4,4,5,
31,1,1,4,4,4,4,4,5,
32,1,1,4,4,4,4,4,5,
33,1,1,4,4,4,4,4,5,
34,1,1,4,3,3,3,3,2,
35,2,2,2,2,2,2,2,0,
36,0,3,1,5,6,6,6,2,
37,2,3,1,1,1,1,1,5,
38,1,1,3,1,1,1,1,5,
39,1,1,1,1,1,1,1,5,
40,1,1,1,1,1,1,1,5,
41,1,1,1,1,1,1,1,5,
42,99,99,99,99,99,99,99,99,
43,1,1,4,1,1,1,1,5,
44,1,1,4,1,1,1,1,5,
45,99,99,99,99,99,99,99,99,
46,99,99,99,99,99,99,99,99,
47,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,
49,1,1,4,4,4,4,4,5,
50,1,1,1,5,6,6,6,2,
51,2,3,1,5,6,6,6,2,
52,2,2,2,2,2,2,2,0,
53,0,0,0,0,0,0,0,0,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.1533348810868218,0.146380870464995,0.15153707975553238,0.17674850787834723,0.19257904359502975,0.20401039856330028,0.19371922706788275,0.21682296276742036,
NMI,0.47717195560581416,0.4976251804439496,0.49266676527083775,0.6388651535660167,0.71717601284515042,0.83554696415876362,0.77617327036149897,1.0,
Silhoutte,0.20874366,0.22070654,0.23647509,0.27878581,0.35248468,0.38869376,0.36434649,0.29256803,
