,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,2,2,2,5,5,5,5,0,0
1,1,1,1,1,1,1,1,13,1
2,2,2,2,5,5,5,5,0,0
3,1,1,1,1,1,1,1,11,1
4,1,1,2,5,5,5,5,0,0
5,2,2,2,5,5,5,5,0,0
6,0,3,3,3,6,6,3,13,2
7,2,3,3,3,6,6,6,13,2
8,2,3,3,3,6,1,1,13,2
9,0,0,0,0,0,0,8,11,3
10,2,2,4,4,4,4,4,0,4
11,2,2,4,4,4,4,4,0,4
12,2,2,4,4,4,4,4,0,4
13,1,1,1,1,3,3,8,11,1
14,2,2,2,2,2,2,2,1,5
15,2,2,2,2,2,2,2,1,5
16,2,3,3,5,3,3,3,1,3
17,2,2,2,2,2,2,2,1,5
18,2,2,2,2,2,2,2,1,5
19,2,2,2,2,2,2,2,1,5
20,2,2,2,2,2,7,7,1,3
21,1,1,1,1,1,1,1,13,1
22,99,99,99,99,99,99,99,99,99
23,1,3,1,1,6,6,8,11,3
24,1,1,1,1,1,1,1,13,1
25,99,99,99,99,99,99,99,99,99
26,0,3,3,3,3,3,3,13,2
27,1,1,1,1,1,1,1,13,1
28,1,1,1,1,1,1,1,13,1
29,1,1,1,1,1,1,1,13,1
30,1,1,1,1,6,7,7,11,3
31,0,0,4,4,6,7,7,0,3
32,1,1,1,1,1,1,1,11,1
33,1,1,1,1,1,1,1,13,1
34,99,99,99,99,99,99,99,99,99
35,2,1,2,5,5,5,5,0,0
36,99,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99,99
38,2,3,3,5,3,3,3,1,3
39,1,1,1,1,6,6,6,11,3
40,1,1,1,1,1,1,1,13,1
41,1,1,1,1,1,1,1,13,1
42,99,99,99,99,99,99,99,99,99
43,1,1,4,4,5,6,6,11,3
44,1,3,1,1,6,6,6,11,3
45,1,3,3,5,3,6,6,11,3
46,99,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99
49,1,1,1,1,6,6,6,11,3
50,99,99,99,99,99,99,99,99,99
51,1,1,1,1,1,1,1,13,1
52,2,2,4,4,4,4,4,0,4
53,1,3,3,3,6,3,6,1,3
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.09027878730337908,0.07525284753329316,0.11432738513820384,0.11771448928558427,0.10368952220016991,0.11676123722720788,0.11793636888445141,0.15043470089824076,0.13070413147943027
NMI,0.33996323337219669,0.37583258056069774,0.49445072066774604,0.55449778758971335,0.51269883842867869,0.59491776896145399,0.59971844495938731,1.0,0.63714637023590948
