,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,3,3,3,3,3,3,3,5,0
1,2,3,3,5,6,6,6,6,2,1
2,0,3,3,3,3,3,3,3,5,0
3,2,2,2,5,6,6,6,6,2,1
4,2,3,3,3,3,3,3,3,5,0
5,2,3,3,2,2,7,8,8,2,1
6,2,3,3,5,6,6,6,6,2,2
7,0,3,3,5,6,6,6,6,2,2
8,0,0,4,5,6,6,6,6,2,2
9,0,0,0,3,5,5,5,5,2,3
10,2,3,3,5,3,7,8,8,2,1
11,99,99,99,99,99,99,99,99,99,99
12,2,2,2,2,2,7,8,8,2,1
13,2,2,2,3,5,5,7,7,2,1
14,2,2,2,2,2,2,2,2,2,4
15,2,2,2,2,2,2,2,2,2,4
16,2,2,2,2,2,2,2,2,2,1
17,2,2,2,2,2,2,2,2,2,4
18,2,2,2,2,2,2,2,2,2,4
19,2,2,2,2,2,2,2,2,2,4
20,2,2,2,2,2,2,2,2,2,4
21,2,2,2,2,2,2,2,2,2,4
22,99,99,99,99,99,99,99,99,99,99
23,0,0,0,3,5,5,5,5,2,3
24,2,2,2,4,5,5,5,5,2,3
25,0,3,0,0,0,7,7,7,2,3
26,2,2,2,2,2,2,2,2,2,1
27,1,1,1,1,1,1,1,1,3,5
28,1,1,1,1,1,1,1,1,3,5
29,1,1,1,1,1,1,1,1,3,5
30,1,1,4,4,4,4,4,4,3,6
31,0,0,4,4,4,4,4,4,3,6
32,1,1,4,4,4,4,4,9,3,6
33,1,1,4,4,4,4,4,4,3,6
34,99,99,99,99,99,99,99,99,99,99
35,0,3,3,3,3,3,3,3,5,0
36,99,99,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99,99,99
38,1,1,1,1,1,1,1,1,3,5
39,1,1,1,1,1,1,1,1,3,5
40,1,1,1,1,1,1,1,9,3,7
41,1,1,1,1,1,1,1,9,3,7
42,1,1,1,1,1,1,1,9,3,7
43,0,2,2,3,5,7,7,7,2,3
44,99,99,99,99,99,99,99,99,99,99
45,99,99,99,99,99,99,99,99,99,99
46,1,1,1,1,1,1,8,8,3,1
47,99,99,99,99,99,99,99,99,99,99
48,1,1,1,1,1,1,1,1,3,5
49,1,1,1,1,1,1,1,1,3,6
50,1,1,1,1,1,1,1,1,3,5
51,1,1,1,1,1,1,1,1,3,5
52,1,1,1,1,1,1,1,1,3,5
53,1,3,1,1,1,1,1,1,3,7
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.14424726612507374,0.15616493538361453,0.16648394791081408,0.15785726281281892,0.16807886016292603,0.16788932686088154,0.1650869027430019,0.14365464072800774,0.18850003282595706,0.12047566264533983
NMI,0.59747605626777334,0.60220873226546179,0.63179524617387472,0.61577625937466163,0.68850888815543798,0.71570851296717564,0.65781552102025231,0.63223830428161765,1.0,0.62797908953584503
