,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,3,3,3,3,3,3,3,0,
1,0,0,0,0,0,0,2,4,0,
2,2,3,3,3,3,3,3,3,1,
3,0,3,4,4,4,4,4,4,2,
4,0,3,3,3,3,3,3,3,0,
5,1,1,1,1,1,1,1,1,1,
6,1,1,1,1,1,1,1,1,1,
7,1,1,1,1,1,1,1,1,1,
8,1,1,1,5,5,5,5,5,1,
9,0,3,4,4,4,4,4,4,2,
10,1,1,3,3,3,3,3,3,1,
11,2,2,2,2,2,2,2,2,3,
12,1,1,1,1,1,1,1,1,1,
13,1,1,1,1,1,1,1,1,1,
14,1,1,1,1,1,1,1,1,1,
15,1,1,1,1,1,1,1,1,1,
16,1,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,1,
19,1,1,1,1,1,1,1,1,1,
20,1,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,1,
23,2,3,4,4,4,4,4,4,2,
24,2,2,2,2,2,2,2,9,3,
25,2,2,2,2,2,2,8,9,3,
26,1,1,1,1,1,1,1,1,1,
27,1,1,1,1,1,1,1,1,1,
28,2,2,2,2,6,6,8,8,3,
29,2,2,2,2,2,2,2,2,3,
30,0,3,4,4,6,6,8,8,3,
31,0,0,0,0,6,6,6,6,3,
32,0,0,0,5,6,6,6,6,3,
33,2,2,2,2,2,2,2,2,3,
34,2,2,2,2,2,2,2,2,3,
35,0,3,3,3,3,3,3,3,0,
36,0,0,4,5,5,5,5,5,3,
37,2,2,2,5,5,2,2,2,3,
38,2,2,2,2,2,2,2,2,3,
39,2,2,2,2,2,2,2,2,3,
40,2,2,2,4,6,7,7,7,3,
41,0,0,0,4,6,7,7,7,3,
42,2,2,2,2,2,2,2,2,3,
43,1,1,1,5,5,7,7,9,3,
44,2,2,2,2,2,2,2,2,3,
45,2,2,2,2,2,2,2,2,3,
46,2,2,2,2,2,2,2,2,3,
47,0,0,4,5,5,5,5,5,3,
48,2,2,2,2,2,2,2,2,3,
49,2,2,2,2,2,2,2,2,3,
50,2,2,2,2,2,2,2,2,3,
51,2,2,2,2,2,2,2,2,3,
52,2,2,2,2,2,2,2,2,3,
53,2,2,2,2,2,2,2,2,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.23390194563751712,0.2594110281923161,0.2590845901691602,0.25040303737133845,0.2512232820248438,0.2606384841975259,0.25251523192475384,0.24748837012365335,0.28045312392972827,
NMI,0.57612636595878342,0.65050193103048359,0.66579768883610835,0.65803288550727479,0.72086693573813743,0.71816864646173972,0.66100144310796682,0.66257410642127779,1.0,
Silhoutte,0.23886099,0.27334849,0.29116968,0.30422441,0.33042682,0.3511936,0.34607642,0.34015983,0.29469261,
