,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,2,2,5,5,5,3,0,
1,1,1,1,1,1,1,1,11,
2,1,3,2,5,5,5,3,0,
3,1,1,1,1,1,1,1,11,
4,1,3,2,5,5,5,3,0,
5,2,2,2,5,5,5,3,0,
6,0,3,3,3,3,3,8,13,
7,2,3,3,3,3,3,5,13,
8,2,3,3,3,3,3,1,11,
9,0,0,0,0,6,6,6,1,
10,2,2,4,4,4,4,4,0,
11,2,2,4,4,4,4,4,0,
12,2,2,4,4,4,4,4,0,
13,1,3,0,5,6,6,6,0,
14,2,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,2,1,
16,2,2,3,3,6,3,8,1,
17,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,7,7,1,
21,1,3,3,1,1,1,1,11,
22,99,99,99,99,99,99,99,99,
23,1,1,1,3,3,3,6,11,
24,1,1,1,1,1,1,1,11,
25,99,99,99,99,99,99,99,99,
26,0,3,3,3,3,3,3,13,
27,1,1,1,1,1,1,1,11,
28,1,1,1,1,1,1,1,11,
29,1,1,1,1,1,1,1,11,
30,1,1,1,0,6,7,7,0,
31,2,0,4,4,4,7,7,0,
32,1,1,4,1,1,1,7,0,
33,1,1,1,1,1,1,1,11,
34,99,99,99,99,99,99,99,99,
35,1,3,2,5,5,5,3,0,
36,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,
38,2,1,3,3,3,3,8,11,
39,1,1,1,1,1,1,5,11,
40,1,1,1,1,1,1,1,11,
41,1,1,1,1,1,1,1,11,
42,99,99,99,99,99,99,99,99,
43,1,1,1,5,5,5,5,11,
44,1,1,1,5,5,3,5,11,
45,1,1,1,3,1,3,5,11,
46,99,99,99,99,99,99,99,99,
47,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,
49,1,1,1,3,3,3,5,11,
50,99,99,99,99,99,99,99,99,
51,1,1,1,1,1,1,1,11,
52,2,2,4,4,4,4,4,0,
53,1,1,1,1,1,1,7,11,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.097842753698969,0.1287192637420812,0.1528943768084403,0.12107937954873198,0.1255809493755606,0.12254848592187174,0.12330630403205116,0.16735318269826285,
NMI,0.40411394183395433,0.51059284365847657,0.58032570415403195,0.5674984843647507,0.60217284877209509,0.54031943131012461,0.53702341716977342,1.0,
Silhoutte,0.26290516,0.27780199,0.32023031,0.32963865,0.34358845,0.35997059,0.36557219,0.34111227,
