,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,3,3,3,3,3,3,3,0,
1,0,3,3,3,3,3,3,3,0,
2,1,3,3,3,3,3,3,3,0,
3,2,3,4,4,2,7,6,7,1,
4,1,3,3,3,3,3,3,3,0,
5,2,2,2,2,2,2,2,2,1,
6,2,2,2,2,2,2,2,2,1,
7,2,2,2,2,2,2,2,2,1,
8,1,1,1,4,4,4,4,4,4,
9,0,3,3,4,4,7,7,7,1,
10,2,2,4,5,2,7,7,7,1,
11,0,0,4,2,6,6,6,6,1,
12,2,2,2,2,2,2,2,2,1,
13,2,2,2,2,2,2,2,2,1,
14,2,2,2,2,2,7,7,7,1,
15,2,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,2,1,
21,0,0,4,4,4,4,4,4,4,
22,99,99,99,99,99,99,99,99,99,
23,1,1,1,1,1,1,1,1,4,
24,99,99,99,99,99,99,99,99,99,
25,1,1,1,1,1,1,1,1,4,
26,2,2,2,2,2,2,2,2,1,
27,1,1,1,1,1,1,1,1,4,
28,1,1,1,1,1,1,1,1,4,
29,1,1,1,1,1,1,1,1,4,
30,2,2,4,5,5,5,5,5,6,
31,0,0,4,5,5,5,5,5,6,
32,0,0,4,5,5,5,5,9,6,
33,2,2,1,5,5,5,5,5,6,
34,2,2,4,5,5,5,5,9,6,
35,0,3,3,3,3,3,3,3,0,
36,1,1,4,4,4,4,4,4,4,
37,2,2,2,2,4,2,8,8,4,
38,1,1,1,1,2,2,8,8,4,
39,1,1,1,1,1,1,1,1,4,
40,1,1,1,1,1,1,1,1,4,
41,1,0,0,1,1,1,6,6,4,
42,99,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,1,4,
44,1,1,1,1,1,1,1,1,4,
45,1,1,1,1,1,1,1,1,4,
46,1,1,1,1,1,1,1,1,4,
47,2,2,4,4,4,4,8,8,4,
48,1,1,1,1,1,1,1,1,4,
49,1,1,1,5,5,5,5,9,6,
50,0,0,0,0,6,6,6,6,4,
51,1,1,1,1,1,1,1,1,4,
52,1,1,1,1,6,6,6,6,4,
53,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.09212850798807995,0.11320710123352352,0.10621407144517732,0.12655626785143168,0.12569127490383816,0.11599185285717341,0.11917281757132317,0.11884850392020328,0.14968417904772605,
NMI,0.40508714983968547,0.52444682220830985,0.56730699640071935,0.73168929819848771,0.74478996825874733,0.72429718210826544,0.75220917098190254,0.74980267140555878,1.0,
Silhoutte,0.1466028,0.1928301,0.20230613,0.20455354,0.22421255,0.20175749,0.24596682,0.25864631,0.20830571,
