,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,1,4,4,4,4,4,4,2,
1,0,2,0,0,0,7,8,8,2,
2,1,1,4,4,4,4,4,4,2,
3,2,3,3,3,3,3,3,3,1,
4,1,1,1,1,1,1,1,1,0,
5,1,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,1,1,1,0,
9,2,3,3,3,3,3,3,3,1,
10,1,1,1,1,1,1,1,1,0,
11,1,1,1,1,1,1,1,1,0,
12,1,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,1,0,
23,2,3,3,3,3,3,3,3,1,
24,1,1,1,1,1,1,1,1,0,
25,0,0,0,0,6,6,6,6,2,
26,0,0,0,0,0,7,8,8,0,
27,1,1,1,1,1,1,1,1,0,
28,1,1,1,1,1,1,1,1,0,
29,2,2,2,5,5,5,5,5,2,
30,0,3,3,4,3,4,4,4,2,
31,2,3,3,3,3,3,3,3,1,
32,2,3,3,3,3,3,3,3,1,
33,0,2,2,3,6,6,6,6,2,
34,2,2,2,5,5,5,5,5,2,
35,0,2,2,5,6,6,6,6,2,
36,1,1,1,1,1,1,1,1,0,
37,0,0,0,0,0,0,0,0,2,
38,2,2,4,2,2,2,2,2,2,
39,2,2,4,2,2,2,2,2,2,
40,2,2,4,2,2,2,2,2,2,
41,2,2,4,2,2,2,2,2,2,
42,2,2,4,2,2,2,2,2,2,
43,2,2,2,5,5,5,5,5,2,
44,2,2,2,5,6,6,6,6,2,
45,2,2,4,2,5,7,7,7,2,
46,2,2,2,5,5,5,5,5,2,
47,2,0,4,4,0,7,7,7,2,
48,2,2,2,5,5,5,5,5,2,
49,2,2,2,5,2,2,6,6,2,
50,1,1,1,1,1,1,1,1,2,
51,2,2,2,5,5,5,5,9,2,
52,0,0,4,4,4,4,4,4,2,
53,1,1,1,1,1,1,1,1,2,
54,0,0,0,0,0,0,0,0,2,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.1298030819529829,0.14822478284159543,0.1484647583602746,0.14329603824800985,0.14001409850710284,0.13684186122618022,0.13619977216543538,0.13362064101381022,0.1773313214169049,
NMI,0.47976802599355906,0.59621100503215396,0.61437480305714876,0.58729763299326532,0.56995609079935639,0.59871634776458149,0.60178757329245669,0.59377800574424622,1.0,
Silhoutte,0.17753677,0.238841,0.27432257,0.30172019,0.31934238,0.32653064,0.35243085,0.34872124,0.21239251,
