,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,3,3,3,3,3,3,3,0,
1,2,3,3,3,3,3,3,3,0,
2,0,3,3,3,3,3,3,3,0,
3,1,0,4,4,4,4,4,4,3,
4,2,3,3,3,3,3,3,3,0,
5,0,3,3,3,3,3,3,3,0,
6,0,3,3,0,6,6,8,8,0,
7,0,3,3,5,6,6,8,8,0,
8,1,1,1,1,6,6,6,6,9,
9,0,0,1,5,5,5,8,9,3,
10,0,3,3,5,6,6,6,6,0,
11,1,1,1,1,1,1,1,1,9,
12,0,3,3,0,6,6,6,6,0,
13,0,0,0,0,0,0,0,0,3,
14,2,2,2,3,2,2,8,9,2,
15,2,2,2,2,2,2,2,2,2,
16,2,2,2,2,2,2,2,2,2,
17,2,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,2,
19,2,2,2,2,2,2,2,2,2,
20,2,2,2,2,2,2,2,2,2,
21,2,2,2,2,2,2,2,2,2,
22,99,99,99,99,99,99,99,99,99,
23,0,3,3,4,3,7,7,7,3,
24,0,3,4,5,5,7,7,7,3,
25,1,1,4,4,4,4,4,4,3,
26,0,3,3,5,5,7,7,7,3,
27,1,1,2,2,2,2,2,2,2,
28,1,1,1,1,1,1,1,1,9,
29,1,1,1,1,1,1,1,1,9,
30,0,0,4,4,4,4,4,4,3,
31,0,0,4,5,5,4,4,9,3,
32,1,1,4,4,4,4,4,4,3,
33,1,1,1,1,1,1,1,1,9,
34,1,1,4,4,4,4,4,4,9,
35,0,3,3,3,3,3,3,3,0,
36,1,1,1,1,1,1,1,1,9,
37,1,1,1,4,4,7,7,7,9,
38,1,1,1,1,1,1,1,1,9,
39,1,1,1,1,1,1,1,1,9,
40,0,3,3,5,5,5,5,5,4,
41,0,3,3,5,5,5,5,5,4,
42,0,3,3,5,5,5,5,5,4,
43,1,1,1,1,1,1,1,1,9,
44,1,1,1,1,1,1,1,1,9,
45,99,99,99,99,99,99,99,99,99,
46,99,99,99,99,99,99,99,99,99,
47,99,99,99,99,99,99,99,99,99,
48,99,99,99,99,99,99,99,99,99,
49,1,1,1,1,1,1,1,1,9,
50,1,1,3,5,5,1,1,1,9,
51,1,1,1,1,1,1,1,1,9,
52,1,1,1,1,1,1,1,1,9,
53,1,1,1,1,1,1,1,1,9,
54,1,1,1,1,1,1,1,1,9,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.14080543107229873,0.1730850365174663,0.1645723640294572,0.15100658052893928,0.16987392290344902,0.17793987435807543,0.166968081630445,0.1666006117610478,0.19515632989461534,
NMI,0.59983636194884737,0.7203443988381768,0.70980755454511557,0.66313538608296052,0.70270207781684046,0.77164620630074832,0.73822717972916951,0.75332196132669826,1.0,
Silhoutte,0.2126587,0.24588981,0.20584482,0.24434373,0.2773702,0.33023025,0.34020138,0.36120744,0.32950939,
