,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,3,3,4,4,4,4,0,
1,0,3,3,4,3,7,7,0,
2,2,3,3,4,4,4,4,0,
3,1,1,1,1,1,1,1,1,
4,2,0,4,4,4,4,4,0,
5,1,1,4,1,1,1,1,0,
6,1,1,1,1,1,7,7,1,
7,1,1,1,1,1,1,1,1,
8,2,2,2,5,5,5,5,2,
9,2,0,4,4,4,3,8,1,
10,1,1,1,1,1,1,1,1,
11,1,1,1,1,1,1,1,2,
12,1,1,1,1,1,1,1,1,
13,1,1,1,1,1,1,1,1,
14,1,1,1,1,1,1,1,1,
15,1,1,1,1,1,1,1,1,
16,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,
19,1,1,1,1,1,1,1,1,
20,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,
23,1,1,1,1,1,1,1,1,
24,1,1,1,1,1,1,1,1,
25,2,2,2,2,2,2,2,2,
26,1,1,1,1,1,1,1,1,
27,2,2,2,2,6,6,6,2,
28,2,3,3,3,6,6,6,2,
29,2,3,3,3,6,6,6,2,
30,0,3,3,3,3,3,3,2,
31,2,3,3,3,3,3,3,2,
32,2,3,3,3,3,3,3,2,
33,2,2,2,2,2,2,2,2,
34,2,2,2,2,2,2,2,2,
35,0,0,4,5,5,5,5,2,
36,0,0,4,5,5,5,5,2,
37,2,2,4,5,5,5,5,2,
38,2,3,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,
40,2,2,2,2,2,2,2,2,
41,2,2,2,2,2,2,2,2,
42,2,2,2,2,2,2,2,2,
43,2,2,2,2,2,2,2,2,
44,2,2,2,2,2,2,2,2,
45,2,2,4,2,6,6,6,2,
46,1,1,1,1,1,1,1,1,
47,2,2,2,2,2,2,2,2,
48,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,
50,2,3,3,3,6,6,6,2,
51,2,3,4,3,6,6,6,2,
52,2,3,4,3,6,6,6,2,
53,2,2,2,5,6,6,6,2,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.06313853199970582,0.063741578506804,0.06311619100090143,0.06871695507068687,0.06586597554107376,0.06459182180676716,0.0647589817793214,0.08296064057615354,
NMI,0.52354965175611323,0.53116653283841475,0.54363206412445397,0.63012118840289888,0.57387886583802972,0.57249303354686332,0.59868648847243766,1.0,
Silhoutte,0.13517377,0.20189849,0.20001351,0.26088695,0.23686136,0.2502716,0.2623766,0.20212871,
