,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,0,4,4,4,4,4,4,0,
1,0,0,0,0,6,6,6,6,1,
2,0,0,4,4,4,4,4,4,0,
3,2,2,2,5,5,5,5,9,2,
4,0,0,4,4,4,4,4,4,0,
5,2,2,2,2,2,2,5,5,2,
6,1,0,1,1,6,6,6,6,1,
7,0,0,0,0,6,6,6,6,1,
8,1,3,3,5,5,7,8,8,4,
9,2,2,2,5,5,5,5,5,2,
10,2,2,2,5,5,5,5,5,2,
11,2,2,2,5,5,5,5,5,2,
12,2,2,2,2,2,2,5,5,2,
13,2,2,2,2,2,5,5,5,2,
14,2,2,2,2,2,2,2,2,2,
15,2,2,2,2,2,2,2,2,2,
16,2,2,2,2,2,2,5,2,2,
17,2,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,2,
19,2,2,2,2,2,2,2,2,2,
20,2,2,2,2,2,2,2,2,2,
21,2,2,2,2,2,2,2,2,2,
22,2,2,2,2,2,2,2,2,2,
23,1,3,3,3,3,3,3,3,5,
24,0,3,3,3,3,3,3,3,5,
25,2,2,2,2,0,0,5,5,2,
26,0,3,3,3,3,3,3,3,5,
27,1,1,1,1,1,1,1,1,4,
28,1,1,1,1,1,1,1,1,4,
29,1,1,1,1,1,1,1,1,4,
30,1,1,1,1,5,5,1,9,4,
31,0,0,0,0,0,0,6,9,3,
32,0,0,0,5,5,5,7,9,3,
33,2,2,2,2,2,2,2,2,2,
34,1,1,1,1,1,1,1,1,4,
35,1,1,4,4,4,4,4,4,0,
36,1,1,1,5,1,7,8,8,4,
37,1,1,1,1,1,1,1,1,4,
38,1,1,1,1,1,1,1,1,4,
39,1,1,1,1,1,1,1,1,4,
40,2,3,3,3,6,7,7,7,5,
41,2,3,3,5,6,7,7,7,5,
42,2,3,3,5,6,7,7,7,5,
43,1,3,3,3,3,3,3,3,5,
44,1,1,1,1,1,1,1,1,4,
45,1,1,1,1,1,1,1,1,4,
46,1,1,1,1,1,1,1,1,4,
47,1,1,1,1,1,1,8,8,4,
48,1,1,1,1,1,1,1,1,4,
49,1,1,1,1,1,1,1,1,4,
50,2,3,3,3,3,3,3,3,5,
51,1,1,1,1,1,1,1,1,4,
52,1,1,1,1,1,1,1,1,4,
53,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.12257560059860395,0.1584631863186138,0.14997797711139188,0.1224033970685062,0.1429516989095969,0.13529334875751764,0.13706592419441863,0.1374298500928537,0.16754392481844987,
NMI,0.6434791850333571,0.85735886562401098,0.90065546332394064,0.75627981802697497,0.78296084440075275,0.77761419811733845,0.83298309333735376,0.81496165150116318,1.0,
Silhoutte,0.12973462,0.19878036,0.20733968,0.17986602,0.19161411,0.23070244,0.2710282,0.29684422,0.26151274,
