,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,1,4,4,4,4,4,0,
1,1,3,4,5,6,6,6,1,
2,1,1,1,1,1,1,1,0,
3,2,2,2,4,4,5,8,2,
4,1,1,4,4,4,4,4,0,
5,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,0,
8,0,3,3,5,5,5,5,2,
9,1,1,1,1,1,1,1,0,
10,1,1,1,1,1,1,1,0,
11,1,1,1,1,1,1,1,0,
12,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,0,
23,0,0,4,4,4,7,8,2,
24,2,2,4,4,4,2,8,2,
25,2,3,3,2,3,3,3,1,
26,0,3,3,3,3,3,3,1,
27,2,2,2,2,2,2,2,2,
28,2,2,2,2,2,2,2,2,
29,2,2,2,2,2,2,2,2,
30,2,2,2,2,6,6,6,2,
31,2,2,4,5,6,6,6,2,
32,1,1,4,5,6,6,6,2,
33,2,2,2,2,2,2,2,2,
34,2,2,2,2,2,2,3,2,
35,1,1,4,4,4,4,4,0,
36,0,0,0,5,5,5,5,2,
37,2,2,2,5,2,2,2,2,
38,2,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,
40,1,1,1,1,5,7,7,2,
41,1,1,1,1,5,7,7,2,
42,2,2,2,2,2,2,2,2,
43,1,3,3,3,3,3,3,1,
44,2,2,2,2,2,2,2,2,
45,0,3,3,3,3,3,3,1,
46,0,0,0,0,6,6,6,0,
47,2,2,2,5,2,2,2,2,
48,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,
50,2,3,3,3,3,3,3,1,
51,2,2,3,3,5,5,5,2,
52,2,2,2,2,4,1,1,2,
53,2,2,2,2,2,2,2,2,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.0996114676829736,0.10783168850327499,0.09851478497856495,0.09418679740035026,0.10903092571917497,0.10603880852855198,0.10559892835036719,0.13596284589499733,
NMI,0.44429736126482372,0.67009096497318998,0.51151168429700988,0.49255990458059423,0.62491580284420467,0.63076470013017338,0.57437950278314365,1.0,
Silhoutte,0.1629823,0.17075922,0.19059245,0.22883634,0.2459589,0.26108662,0.28182734,0.20550261,
