,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,1,3,3,3,3,3,3,3,5,
1,0,3,3,3,3,3,3,3,5,
2,1,3,3,3,3,3,3,3,5,
3,2,3,2,4,2,2,2,2,0,
4,1,3,3,3,3,3,3,3,5,
5,2,2,2,2,2,2,2,2,0,
6,2,2,2,2,2,2,2,2,0,
7,2,2,2,2,2,2,2,2,0,
8,1,1,1,4,4,4,4,4,3,
9,0,3,3,4,4,7,7,7,0,
10,2,2,2,2,2,2,2,7,0,
11,2,2,2,2,2,2,2,2,0,
12,2,2,2,2,2,2,2,2,0,
13,2,2,2,2,2,2,2,2,0,
14,2,2,2,2,2,7,7,7,0,
15,2,2,2,2,2,2,2,2,0,
16,2,2,2,2,2,2,2,2,0,
17,2,2,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,2,2,0,
20,2,2,2,2,2,2,2,2,0,
21,2,2,4,4,4,4,4,4,3,
22,99,99,99,99,99,99,99,99,99,
23,1,3,1,1,1,7,1,1,3,
24,99,99,99,99,99,99,99,99,99,
25,1,1,1,1,1,1,1,1,3,
26,2,2,2,2,2,2,2,2,0,
27,1,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,3,
30,2,2,4,5,5,5,5,5,5,
31,0,0,4,5,5,5,5,5,5,
32,0,0,4,5,5,5,5,9,5,
33,2,2,4,5,5,5,5,5,5,
34,2,2,4,5,5,5,5,9,5,
35,0,3,3,3,3,3,3,3,5,
36,1,1,4,4,4,4,4,4,3,
37,2,2,2,4,4,7,8,8,3,
38,1,1,1,2,1,1,8,8,3,
39,1,1,1,1,1,1,1,1,3,
40,1,1,1,1,1,1,1,1,3,
41,1,0,0,1,1,6,6,6,3,
42,99,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,7,1,1,3,
44,1,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,1,1,3,
47,2,2,4,4,4,4,8,8,3,
48,1,1,1,1,1,1,1,1,3,
49,1,1,1,5,5,5,5,9,5,
50,0,0,0,0,6,6,6,6,3,
51,1,1,1,1,6,7,1,1,3,
52,1,1,1,1,6,6,6,6,3,
53,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.09177812056093632,0.10622401520977538,0.11432308466374139,0.11909918901542942,0.12906596593094574,0.11149354600684827,0.11908173392029113,0.11230369526652607,0.14395460619392145,
NMI,0.40573587272025241,0.40205776391325998,0.61535033226560276,0.70250077432187319,0.76656309818350821,0.71210773684288231,0.76152461653834758,0.73834596424361576,1.0,
Silhoutte,0.16732855,0.19550348,0.22559575,0.23439836,0.21607532,0.22558325,0.25830089,0.26739401,0.20302446,
