,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,1,1,1,1,1,1,7,0,
1,1,1,1,1,1,1,1,0,
2,1,1,1,1,1,1,1,0,
3,1,1,1,1,1,1,1,1,
4,1,1,1,1,1,1,7,0,
5,1,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,1,0,
8,1,1,1,1,1,1,8,0,
9,1,1,1,1,1,1,1,0,
10,1,1,1,1,1,1,1,0,
11,1,1,1,1,1,1,1,0,
12,1,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,0,
23,2,2,2,4,4,4,4,2,
24,0,0,4,4,4,6,7,2,
25,1,1,1,1,1,1,1,0,
26,0,0,4,4,4,4,4,2,
27,1,3,3,3,3,3,3,1,
28,2,3,3,3,3,3,3,1,
29,2,2,2,2,2,2,2,2,
30,1,3,3,3,3,3,3,1,
31,0,3,3,3,3,3,3,1,
32,0,3,3,3,3,3,3,1,
33,0,3,3,3,3,3,3,1,
34,2,3,3,3,3,3,3,2,
35,1,1,1,1,6,6,7,0,
36,2,2,2,2,2,2,8,2,
37,0,0,0,0,6,7,6,2,
38,2,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,2,
40,1,1,4,5,5,5,5,2,
41,1,1,4,5,5,5,5,2,
42,1,1,4,5,5,5,5,2,
43,0,0,4,4,4,4,4,2,
44,2,2,2,2,2,5,2,2,
45,2,2,2,2,2,2,2,2,
46,2,2,2,2,2,2,2,2,
47,2,2,2,2,2,7,6,2,
48,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,
50,2,2,2,2,2,2,2,2,
51,2,2,2,2,2,2,2,2,
52,1,1,1,1,1,1,7,0,
53,2,2,2,2,2,2,2,2,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.11842745309874861,0.12688213685913913,0.14653391632825796,0.14566993972714543,0.14238958468346824,0.13376753176167816,0.1284795617441211,0.16905628394124478,
NMI,0.48724287190318516,0.63768490316014148,0.75968410335869851,0.73119214486781114,0.69674005538898454,0.67300041517842424,0.60060167887606897,1.0,
Silhoutte,0.21695639,0.22098845,0.27925358,0.29834724,0.27758225,0.25201238,0.28512748,0.22971289,
