,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,2,4,5,6,6,6,6,0,
1,1,3,3,3,3,7,3,3,0,
2,2,2,4,4,6,6,6,6,0,
3,2,2,4,4,4,4,4,4,3,
4,2,2,4,4,6,6,6,6,0,
5,2,3,2,3,3,7,8,8,0,
6,1,3,3,3,3,7,3,3,0,
7,0,3,3,3,3,7,8,8,0,
8,0,3,3,3,5,3,8,8,0,
9,2,2,4,4,4,4,4,4,3,
10,0,0,4,4,4,4,4,4,0,
11,2,2,1,2,1,2,7,7,0,
12,1,3,3,3,3,7,3,3,0,
13,2,2,4,4,4,4,4,4,3,
14,2,2,2,2,2,2,2,2,3,
15,2,2,2,2,2,2,2,2,3,
16,1,1,1,5,5,5,5,5,6,
17,2,2,2,2,2,2,2,2,3,
18,2,2,2,2,2,2,2,2,3,
19,2,2,2,2,2,2,2,9,3,
20,2,2,2,2,2,3,2,2,3,
21,1,3,3,3,3,7,3,3,0,
22,99,99,99,99,99,99,99,99,99,
23,2,2,4,4,4,4,4,4,3,
24,2,2,4,4,4,4,4,4,3,
25,2,3,4,1,1,4,7,9,3,
26,2,2,2,2,2,2,2,2,3,
27,99,99,99,99,99,99,99,99,99,
28,1,1,1,1,1,1,1,1,6,
29,1,1,1,1,1,1,1,1,6,
30,2,3,3,4,1,3,7,7,3,
31,2,3,3,3,5,3,7,7,3,
32,1,3,3,3,1,3,7,7,3,
33,2,2,4,5,6,6,6,6,0,
34,1,1,1,1,1,1,1,1,6,
35,2,2,4,4,6,6,6,6,0,
36,99,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,99,
38,1,1,1,5,5,5,5,5,6,
39,1,1,1,5,5,5,5,5,6,
40,1,1,1,1,1,1,1,1,6,
41,1,1,1,1,1,1,1,1,6,
42,99,99,99,99,99,99,99,99,99,
43,1,1,3,1,1,1,1,1,6,
44,1,1,1,5,5,5,5,5,6,
45,99,99,99,99,99,99,99,99,99,
46,1,1,1,5,5,5,5,5,6,
47,99,99,99,99,99,99,99,99,99,
48,1,1,1,1,1,1,1,1,6,
49,1,1,1,1,1,5,5,5,6,
50,1,1,1,1,1,1,1,1,6,
51,1,1,1,1,5,1,1,1,6,
52,0,0,0,0,2,7,2,2,0,
53,1,1,1,1,1,1,8,8,6,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.14617519510211463,0.177840446639676,0.16486452993727754,0.1513789896122739,0.17597252819679815,0.18031879331703624,0.18524263955846984,0.18092424291231518,0.24070456880335986,
NMI,0.5029473657962642,0.60844739281238369,0.46828255305234973,0.46425315128765043,0.45394381540289963,0.63554915465884443,0.58493886445245458,0.57824428253476323,1.0,
Silhoutte,0.18245125,0.20833741,0.23276887,0.22583456,0.29333203,0.32877121,0.35466368,0.35371325,0.265929,
