,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,2,2,2,5,5,5,0,
1,0,3,3,3,3,4,0,
2,2,2,2,5,5,5,0,
3,1,1,1,1,1,1,0,
4,2,3,2,5,5,5,0,
5,0,0,3,3,3,4,0,
6,1,3,3,3,3,4,0,
7,0,0,0,0,6,7,0,
8,1,1,1,1,1,7,0,
9,1,1,4,4,4,3,0,
10,1,3,4,4,4,3,0,
11,1,3,3,3,3,4,0,
12,0,3,3,3,3,4,0,
13,1,3,4,4,4,3,0,
14,2,2,2,2,2,2,0,
15,2,2,2,2,2,2,0,
16,0,0,0,0,6,6,0,
17,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,0,
20,2,2,2,2,2,2,0,
21,2,2,2,2,2,2,0,
22,1,1,1,1,1,1,1,
23,0,3,4,4,4,3,0,
24,0,3,4,3,6,3,0,
25,1,1,1,1,1,1,1,
26,2,2,2,2,2,2,0,
27,1,1,1,1,1,1,1,
28,1,1,1,1,1,1,1,
29,1,1,1,1,1,1,1,
30,1,1,1,1,1,1,0,
31,1,1,1,1,1,1,1,
32,1,1,1,1,1,1,1,
33,1,1,1,1,1,1,1,
34,1,1,1,1,1,1,1,
35,1,1,1,1,1,1,1,
36,1,1,1,1,1,1,1,
37,1,1,1,1,1,1,1,
38,1,1,1,1,1,1,1,
39,1,1,1,1,1,1,1,
40,1,1,1,1,1,1,1,
41,1,1,1,1,5,5,1,
42,1,1,1,1,1,1,1,
43,99,99,99,99,99,99,99,
44,1,1,1,1,1,1,1,
45,1,1,1,1,1,1,1,
46,1,1,1,1,1,1,1,
47,99,99,99,99,99,99,99,
48,1,1,1,1,1,1,1,
49,1,1,1,1,1,1,1,
50,1,1,1,1,1,1,1,
51,1,1,1,1,1,1,1,
52,1,1,1,1,1,1,1,
53,1,1,1,1,1,1,1,
54,99,99,99,99,99,99,99,
55,1,1,1,1,1,1,1,
Modularity,0.07058126097772768,0.09331904839707258,0.09915930358131467,0.10144183597542651,0.09760366572205181,0.10219873357946095,0.12122020492406188,
NMI,0.4358619451366737,0.53805308346411862,0.55408567262003028,0.5290797076785817,0.47728992670009657,0.51132179172330683,1.0,
Silhoutte,0.28147747,0.30660456,0.33634814,0.38311168,0.385643,0.38061112,0.30764484,
